User Name,Statuses,Time Created At,Sentiment Analysis,Polarity
RT NEW Leaked Footage from China VERY DISTURBING coronavirus China violencespolicieres COVID concentrationcamps H5N1,LeeGolden6,2/28/2020,negative,-0.256818182
RT Meanwhile North Korea has developed the most effective way of containing the coronavirus covid19,luqmanXhakimm,2/28/2020,positive,0.4
RT Tired of reading about how we shouldn t worry because coronavirus is only risky to vulnerable people like immune compromis,marybinprogress,2/28/2020,negative,-0.3
RT There are Democrats outright lying,MLAS,2/28/2020,neutral,0
RT The risk of coronavirus disease COVID19 remains low in Canada even if cases have been reported here Measures are in p,paulgribble,2/28/2020,neutral,0
RT JYP Entertainment has donated 500 million won to help prevent the spread of coronavirus saying We hope it will be of help t,penguiimina,2/28/2020,neutral,0
RT 1776 pettypelosi District LiberalismIsAMentalDisorder,kimmi_chelle,2/28/2020,neutral,0
RT Far Away so I live in Seoul and let me explain whatever the news reports is even less severe to what it s actually like here w,uchihacore,2/28/2020,negative,0.017424242
RT Good morning Demaroids don t care if there s a vaccine 4 the Coronavirus or if ppl get sick All they care about is,vetshelp1,2/28/2020,negative,-0.007142857
RT JUST IN The family member of a Bothell High School staffer who was placed into quarantine for possible coronavirus and resu,hexiang129,2/28/2020,positive,0.08
RT JYP Entertainment has donated 500 million won to help prevent the spread of coronavirus saying We hope it will be of help t,dahyunchan98,2/28/2020,neutral,0
RT JYP Entertainment has donated 500 million won to help prevent the spread of coronavirus saying We hope it will be of help t,penguiimina,2/28/2020,neutral,0
RT Lewis Canada Dry dropping a loud pack just in time to combat coronavirus Look at that,DopestSalEver,2/28/2020,positive,0.016666667
RT Meanwhile North Korea has developed the most effective way of containing the coronavirus covid19,luqmanXhakimm,2/28/2020,positive,0.4
RT mes2 EXO Chanyeol has donated 50 million won to Hope Bridge to help support those affected by the Coronavirus outbreak,dearKJI,2/28/2020,neutral,0
RT mes2 EXO Chanyeol has donated 50 million won to Hope Bridge to help support those affected by the Coronavirus outbreak,diela_aldila,2/28/2020,neutral,0
RT NEW Leaked Footage from China VERY DISTURBING coronavirus China violencespolicieres COVID concentrationcamps H5N1,LeeGolden6,2/28/2020,negative,-0.256818182
RT silenced People cheering for CoronaVirus to topple Trump should realize A President Bernie would be no better He d have no fr,chiefmon1,2/28/2020,neutral,-0.25
RT That s what will happen to all the CoronaVirus funding too Millions if not billions will go to left wing g,ClifbonClifton,2/28/2020,neutral,0
RT The coronavirus outbreak has me thinking back to when I was a server and worked a week straight while I was really sick an,Kylee1315,2/28/2020,negative,-0.171428571
RT The risk of coronavirus disease COVID19 remains low in Canada even if cases have been reported here Measures are in p,paulgribble,2/28/2020,neutral,0
RT There are Democrats outright lying,MLAS,2/28/2020,neutral,0
RT Tired of reading about how we shouldn t worry because coronavirus is only risky to vulnerable people like immune compromis,marybinprogress,2/28/2020,negative,-0.3
RT We should be coming together to combat the coronavirus but the left is attacking what they fear They fear the stea,DHaithcock2,2/28/2020,neutral,0
RT What a difference a week makes This time last week whilst researching NCYT I was bemused that not one UK or US mainst,Daddy_Warbucks3,2/28/2020,neutral,0
RT Far Away so I live in Seoul and let me explain whatever the news reports is even less severe to what it s actually like here w,uchihacore,2/28/2020,negative,0.017424242
RT Good morning Demaroids don t care if there s a vaccine 4 the Coronavirus or if ppl get sick All they care about is,vetshelp1,2/28/2020,negative,-0.007142857
Coronavirus Live Updates Second Unexplained Case Found in California This Time in Santa Clara County,24Newsorder,2/28/2020,positive,0.028787879
Coronavirus Live Updates Second Unexplained Case Found in California This Time in Santa Clara County,24Newsorder,2/28/2020,positive,0.028787879
RT JYP Entertainment has donated 500 million won to help prevent the spread of coronavirus saying We hope it will be of help t,6ixsshots,2/28/2020,neutral,0
RT JYP Entertainment has donated 500 million won to help prevent the spread of coronavirus saying We hope it will be of help t,6ixsshots,2/28/2020,neutral,0
RT The Game Developers Conference has officially been canceled this year due to coronavirus concerns https,AxiomCryptid,2/28/2020,negative,-0.2625
RT The Game Developers Conference has officially been canceled this year due to coronavirus concerns https,AxiomCryptid,2/28/2020,negative,-0.2625
RT Confirmed by another outlet The discovery of what is possibly a second case in Northern California whose source of infect,Beleafer1,2/28/2020,positive,0.2
RT You don t even believe in evolution dunks on Ted Cruz for questioning her knowledge of coronavirus,bfs721,2/28/2020,neutral,0
RT As governor Pence s science denial contributed to one of the worst HIV outbreaks in Indiana s history He is not a medical docto,billsvision,2/28/2020,negative,-0.5
RT Wuhan coronavirus COVID 19 on it s official good info here,Bluemist60,2/28/2020,positive,0.7
RT fakenews are spreading lies about the coronavirus They say that the virus will wipe out corporate profit growth really Wh,cabergreenie,2/28/2020,positive,0.1
RT this guy would have never let coronavirus enter the country,Capelloo_,2/28/2020,neutral,0
RT Lewis Canada Dry dropping a loud pack just in time to combat coronavirus Look at that,cellesstial,2/28/2020,positive,0.016666667
RT Trump does all he knows how to do when threatened by any crisis set to take him down He ll bribe and cover up In this,cooperchip1,2/28/2020,negative,-0.155555556
JohnCrapper,coronavirus 38 of Americans will not drink Corona beer to protect themselves against the virus Little do they k,2/28/2020,negative,0
RT If coronavirus had a face This would be it,donotwonderwhy,2/28/2020,neutral,0
RT 38 of Americans wouldn t buy Corona beer under any circumstances because of the coronavirus according to a recent survey Ju,duruduru817,2/28/2020,neutral,0
RT mes2 JYP Entertainment has donated 500 million won to the Community Chest of Korea to help those affected by the Coronavirus outbre,emak_jerigen,2/28/2020,neutral,0
For anyone curious or worried about the coronavirus if you guys are interested,Oblithian,2/28/2020,positive,0.075
RT coronavirus is a weird way to spell population control,ggwynnevere,2/28/2020,negative,-0.5
RT This is Break Free video with coronavirus,isstzander,2/28/2020,positive,0.4
coronavirus 38 of Americans will not drink Corona beer to protect themselves against the virus Little do they k,JohnCrapper,2/28/2020,negative,-0.1875
RT The coronavirus illustrates how the lack of guaranteed paid sick days puts EVERYONE AT RISK People are incentivized to show,juandietro,2/28/2020,negative,-0.714285714
RT Thinking of the millions of low wage workers who don t have paid sickleave whose paycheck whose rent whose groceries,Kerig4195,2/28/2020,neutral,0
RT mes2 Red Velvet Irene has donated 100 million won to the Community Chest of Korea to help support those affected by the Coronavirus,loeysparkk,2/28/2020,neutral,0
RT I just received a call from Mike Pence thanking Washington state for our efforts to combat the coronavirus I told hi,Loramer123,2/28/2020,neutral,0
RT Shouldn t you be worrying about the coronavirus Listen to your scientists Prepare your people Be the leader America,Manyigabi,2/28/2020,neutral,0
RT At least 210 coronavirus patients have died in Iran far more than officially admitted Iranian health sources tell BBC,MeettheBlues,2/28/2020,positive,0.1
RT Coronavirus COVID 19 disease outbreak begins to spread in Persian Gulf nations and monarchies activating 5G technology http,MoneywhoreTrump,2/28/2020,neutral,0
RT Bannon The biggest victim of this pandemic has been the Chinese people whom CCP has lied to The only way to combat,NARNfan,2/28/2020,negative,-0.025
RT JYP Entertainment has donated 500 million won to help prevent the spread of coronavirus saying We hope it will be of help t,nomuhaerai,2/28/2020,neutral,0
For anyone curious or worried about the coronavirus if you guys are interested,Oblithian,2/28/2020,positive,0.075
RT So Boris Johnson s not having a COBRA meeting re Coronavirus until next week amp his big advice to everyone in the meantime,PattoJameson,2/28/2020,neutral,0
RT Don Jr was just on Fox amp Friends accusing Democrats of hoping coronavirus comes here and kills millions of people so that,PlankySmith,2/28/2020,neutral,0
RT Lewis Canada Dry dropping a loud pack just in time to combat coronavirus Look at that,prettyboymanny,2/28/2020,positive,0.016666667
RT A sobering stat during coronavirus fears 90 of employees admit they have gone to work when sick whether due to workplace pres,ramspoint,2/28/2020,negative,-0.419642857
RT Reporting on MSNBC by a WaPo health reporter saying we only have 60 coronavirus cases here How anyone can say that with a s,rhiles2760,2/28/2020,neutral,0
RT Donald Trump has held up the stock market as his barometer for success Well the results are in this is the market s,Rlieberman6,2/28/2020,positive,0.3
RT 38 of Americans wouldn t buy Corona beer under any circumstances because of the coronavirus according to a recent survey Ju,duruduru817,2/28/2020,neutral,0
RT A sobering stat during coronavirus fears 90 of employees admit they have gone to work when sick whether due to workplace pres,ramspoint,2/28/2020,negative,-0.419642857
RT America s exceptionally bad treatment of workers could speed the spread of the Coronavirus The U S is the ONLY wealthy,saoakman,2/28/2020,negative,-0.066666667
RT As governor Pence s science denial contributed to one of the worst HIV outbreaks in Indiana s history He is not a medical docto,billsvision,2/28/2020,negative,-0.5
RT At least 210 coronavirus patients have died in Iran far more than officially admitted Iranian health sources tell BBC,MeettheBlues,2/28/2020,positive,0.1
RT Bannon The biggest victim of this pandemic has been the Chinese people whom CCP has lied to The only way to combat,NARNfan,2/28/2020,negative,-0.025
RT Confirmed by another outlet The discovery of what is possibly a second case in Northern California whose source of infect,Beleafer1,2/28/2020,positive,0.2
RT Coronavirus COVID 19 disease outbreak begins to spread in Persian Gulf nations and monarchies activating 5G technology http,MoneywhoreTrump,2/28/2020,neutral,0
RT coronavirus is a weird way to spell population control,ggwynnevere,2/28/2020,negative,-0.5
RT Don Jr was just on Fox amp Friends accusing Democrats of hoping coronavirus comes here and kills millions of people so that,PlankySmith,2/28/2020,neutral,0
RT Donald Trump has held up the stock market as his barometer for success Well the results are in this is the market s,Rlieberman6,2/28/2020,positive,0.3
RT fakenews are spreading lies about the coronavirus They say that the virus will wipe out corporate profit growth really Wh,cabergreenie,2/28/2020,positive,0.1
RT I just received a call from Mike Pence thanking Washington state for our efforts to combat the coronavirus I told hi,Loramer123,2/28/2020,neutral,0
RT If coronavirus had a face This would be it,donotwonderwhy,2/28/2020,neutral,0
RT JYP Entertainment has donated 500 million won to help prevent the spread of coronavirus saying We hope it will be of help t,nomuhaerai,2/28/2020,neutral,0
RT Lewis Canada Dry dropping a loud pack just in time to combat coronavirus Look at that,cellesstial,2/28/2020,positive,0.016666667
RT Lewis Canada Dry dropping a loud pack just in time to combat coronavirus Look at that,prettyboymanny,2/28/2020,positive,0.016666667
RT mes2 JYP Entertainment has donated 500 million won to the Community Chest of Korea to help those affected by the Coronavirus outbre,emak_jerigen,2/28/2020,neutral,0
RT mes2 Red Velvet Irene has donated 100 million won to the Community Chest of Korea to help support those affected by the Coronavirus,loeysparkk,2/28/2020,neutral,0
RT Next should demand that we transfer funds from s travel and golf budget to fully fund cor,Vickyisgrateful,2/28/2020,neutral,0
RT Reporting on MSNBC by a WaPo health reporter saying we only have 60 coronavirus cases here How anyone can say that with a s,rhiles2760,2/28/2020,neutral,0
RT Shouldn t you be worrying about the coronavirus Listen to your scientists Prepare your people Be the leader America,Manyigabi,2/28/2020,neutral,0
RT So Boris Johnson s not having a COBRA meeting re Coronavirus until next week amp his big advice to everyone in the meantime,PattoJameson,2/28/2020,neutral,0
RT Tenth coronavirus case confirmed in California Santa Clara County health officials say,WILLDYE4U,2/28/2020,positive,0.4
RT The coronavirus illustrates how the lack of guaranteed paid sick days puts EVERYONE AT RISK People are incentivized to show,juandietro,2/28/2020,negative,-0.714285714
RT Thinking of the millions of low wage workers who don t have paid sickleave whose paycheck whose rent whose groceries,Kerig4195,2/28/2020,neutral,0
RT this guy would have never let coronavirus enter the country,Capelloo_,2/28/2020,neutral,0
RT This is Break Free video with coronavirus,isstzander,2/28/2020,positive,0.4
RT Trump does all he knows how to do when threatened by any crisis set to take him down He ll bribe and cover up In this,cooperchip1,2/28/2020,negative,-0.155555556
RT WATCH For Democrats to hope Coronavirus comes to the U S to end President s Winning Stre,twilliet62,2/28/2020,positive,0.5
RT Wuhan coronavirus COVID 19 on it s official good info here,Bluemist60,2/28/2020,positive,0.7
RT You don t even believe in evolution dunks on Ted Cruz for questioning her knowledge of coronavirus,bfs721,2/28/2020,neutral,0
RT America s exceptionally bad treatment of workers could speed the spread of the Coronavirus The U S is the ONLY wealthy,saoakman,2/28/2020,negative,-0.066666667
RT WATCH For Democrats to hope Coronavirus comes to the U S to end President s Winning Stre,twilliet62,2/28/2020,positive,0.5
RT Next should demand that we transfer funds from s travel and golf budget to fully fund cor,Vickyisgrateful,2/28/2020,neutral,0
RT Tenth coronavirus case confirmed in California Santa Clara County health officials say,WILLDYE4U,2/28/2020,positive,0.4
RT I asked Pence why the Coronavirus briefing is off camera today He said he believes the briefing will be back on cam tomorrow,Rita13Arnold,3/3/2020,neutral,0
RT NAHBS officially postponed due to coronavirus concerns is the Sea Otter Classic next,Abesky26,3/3/2020,positive,0.013888889
RT BREAKING First coronavirus death in Spain,bataziz666,3/3/2020,positive,0.25
RT The Trump administration last year moved to roll back regulations aimed at p,byepsen1,3/3/2020,neutral,0
RT Doc The government is putting religious prestige and public image ahead of public safety my interview with on Iran s,Catngry,3/3/2020,neutral,0
RT Professor John Oxford a virologist based in the UK said it is quite likely the coronavirus is spreading around Ireland a,chaburn,3/3/2020,neutral,0
didyouknow that any virus can last for upto 48 hours on objects So the best way to get rid of them is to wash t,Charufreelancer,3/3/2020,positive,0.5
RT Jail Her,ddanner71,3/3/2020,negative,-0.1
RT A GoogleIO update Due to concerns around the coronavirus COVID 19 we ve decided to cancel this year s physical event,ddsakura,3/3/2020,negative,-0.0625
RT Greedy mofos gonna kill us all GOP blocking coronavirus bill because it limits how much drugmakers can charge for a,edavis1007,3/3/2020,positive,0.2
RT holy shit SecDef Esper warned our commanders not to take actions to protect their troops from coronavirus that would up,GC78ua1,3/3/2020,negative,-0.2
RT Dr Mysheika Roberts Columbus Public Health Commissioner says athletes from China Italy Iran South Korea and Japan will be,JawaunOfficial,3/3/2020,neutral,0
Complete and utter bullshit Straight from our government This is the closer vaccine because of luck,jaxsurge,3/3/2020,positive,0.1
RT Congress could have passed new funding to fight the coronavirus last week But what did Speaker Pelosi decide to do instead,JennyCone81,3/3/2020,positive,0.068181818
RT Australia s Central Bank cut interest rates and stated it will most likely further ease in order to make up for China,Jim48M,3/3/2020,positive,0.125
RT Boreen No This is incorrect Clinical presentations that do not fit case definition but are co,JimmyDean_001,3/3/2020,negative,-0.2
RT Today President participated in a briefing with leaders of and toured their Viral Pathogenesis Lab to,kalenakalani,3/3/2020,neutral,0
RT This is truly insane The administration isn t allowing audio or video of its Coronavirus updates precisely when clear and,Kikered,3/3/2020,negative,-0.166666667
RT Is this administration muzzling the CDC because they care more about optics than patients COVID19,LmckCdaUsa,3/3/2020,positive,0.5
RT Rumors still going around that some in D C want to tie clean FISA reauthorization to funding on coronavirus Bad BAD,luvsthesun22,3/3/2020,negative,-0.344444444
RT Source familiar with admin Coronavirus response said scientists and experts at Trump s meeting with pharmaceutical industry lea,Margare72080491,3/3/2020,positive,0.375
RT Trump donates quarterly salary to coronavirus relief efforts As fears around the novel coronavirus continue to grow it was an,MDominguezLund,3/3/2020,neutral,0
RT The Trump administration last year moved to roll back regulations aimed at preventing infections from spreading in nursing hom,MurfAD,3/3/2020,neutral,0
RT mental illness is crazy cause i m like omg i m gonna be late omg i m gonna be late omg i m gonna be late omg i m gonna be la,nafissagaye,3/3/2020,negative,-0.32
RT mcdaniel GOP blocking coronavirus bill because it limits how much drugmakers can charge for a vaccine Evil dudes VoteBlueNoMa,pokerev53,3/3/2020,negative,-0.4
RT People with flu I feel shit Just wanna stay in bed and do nothing People with Coronavirus I feel shit Just wanna go,rainb0wcalum,3/3/2020,negative,-0.2
RT Asked what should happen with the coronavirus and patients who don t have insurance Trump says We re looking at that whole s,RoStryck83,3/3/2020,positive,0.2
RT Since this will never get reported by the media I wanted to share a copy of this check is once again dona,ShariMedley1,3/3/2020,neutral,0
RT backk if you ve ever used a frat house bathroom you re immune to the coronavirus,simranm17,3/3/2020,neutral,0
RT Anyone else worrying about how the health of the candidates are going to hold up re coronavirus Like these are senio,sto_k,3/3/2020,neutral,0
RT backk if you ve ever used a frat house bathroom you re immune to the coronavirus,youngpens,3/3/2020,neutral,0
RT backk if you ve ever used a frat house bathroom you re immune to the coronavirus,_alenaquinn,3/3/2020,neutral,0
RT Greedy mofos gonna kill us all GOP blocking coronavirus bill because it limits how much drugmakers can charge for a,AGNT2k,3/3/2020,positive,0.2
RT The White House is giving a briefing on the coronavirus outbreak but they won t allow anyone to tape record the briefing The,aknj,3/3/2020,neutral,0
RT Coronavirus Prevention Last evening dining out with friends one of their uncles who graduated w a master s degree,America65454076,3/3/2020,neutral,0
RT Truly stunning to hear some Republicans advocate for free Coronavirus testing and treatment for the uninsured Rep Ted Yoh,andrewstark02,3/3/2020,positive,0.45
RT At WH Coronavirus briefing with Pence Fauci now reiterating that it will take more than a year to develop a Coronavirus vaccin,atoswald,3/3/2020,positive,0.5
RT Mike Bloomberg licking his fingers and touching food and putting it back in the box then touching the coffee box is exact,bigdog44K,3/3/2020,positive,0.3125
RT Highly respected medical expert seems to be winning the battle for truth against Trump,brightshinynew,3/3/2020,positive,0.22
RT Thank goodness we have a wonderful who has a giving heart trump2020,deltacrook,3/3/2020,positive,1
RT Sick A Democrat Councilwoman in Denver said she stands in solidarity with calls to intentionally spread Coronavirus,EdwardAlamo1,3/3/2020,negative,-0.714285714
RT Wait so this is the guy lecturing us on how to stop the spread of Coronavirus lolll,hart_rm,3/3/2020,neutral,0
RT llins 900 people get Coronavirus and the whole world wants to wear surgical mask 30 million people have AIDS but still nobody wan,jasmin_inigo,3/3/2020,positive,0.066666667
RT Cheese Just how low will a Democrat go How about suggesting that saboteurs spread the coronavirus at Trump rallies She belon,jeffreysadezwi1,3/3/2020,neutral,0
Just finished trying to explain to Floridian why CoronaVirus is not the same thing as the flu Provided links to so,LaurieSpoon,3/3/2020,neutral,0
RT The closest thing to an explanation we got as to why the Coronavirus briefing was off camera with no audio was when Pence said,lizasel,3/3/2020,neutral,0
RT President Trump donates salary to fight Coronavirus Never see a Demo do that,lj2lj2,3/3/2020,neutral,0
RT Are you confident in the administrations handling of the coronavirus YES or NO,Malamorgana27,3/3/2020,positive,0.5
RT BREAKING The Colorado GOP calls for Councilwoman to resign over her Tweets encouraging people to infec,Mik484Westenbur,3/3/2020,neutral,0
RT Sign up to receive coronavirus updates by email or text,MultCoPets,3/3/2020,neutral,0
RT Contagion was the 270th most watched Warner Bros film in December So far in 2020 it is the second most watched,MurderersRoBoat,3/3/2020,positive,0.275
RT How bad could this coronavirus outbreak get,nateblackout,3/3/2020,negative,-0.7
RT b Please don t RT this hand sanitiser ABSOLUTELY does kill the coronavirus maybe not as effect,NifflerDaemon,3/3/2020,positive,0.2
RT mapped out a scenario in which the coronavirus causes earnings per share to shrink by 20 temporarily,peacemaker991,3/3/2020,neutral,0
RT How Corrupt Speaker Pelosi put a hold on the vote for coronavirus funding so that her campaign team could run ads against Rep,proudpatriot67,3/3/2020,negative,-0.5
RT Afro Unconfirmed New York city coronavirus,Rhonda19443120,3/3/2020,positive,0.136363636
This seems like a sensible approach from TUI At the moment there are just too many unknowns but it does seem lik,skift,3/3/2020,positive,0.5
RT The closest thing to an explanation we got as to why the Coronavirus briefing was off camera with no audio was when Pence said,TheanderLynn,3/3/2020,neutral,0
RT This is distasteful Imagining myself somewhere abroad facing stigma and discrimination on a disease that first affected my r,tirinuruwo524,3/3/2020,negative,-0.125
RT While the CoronaVirus spreads all over Iran claiming hundreds of lives Iran s admirable healthcare workers are overwhe,uberrimaefidei1,3/3/2020,neutral,0
RT I am praying for the President like never before to begin responding aggressively and openly to the Coronavirus Mr Trump s ha,vistadiva,3/3/2020,neutral,0
RT Greedy mofos gonna kill us all GOP blocking coronavirus bill because it limits how much drugmakers can charge for a,YvetteJacqR,3/3/2020,positive,0.2
RT due to coronavirus my summer body will be postponed until 2021 Thank you for understanding,_ashleyyAGAIN,3/15/2020,negative,-0.125
RT Coronavirus screening at U S Airports causes 7 Hour wait in crowded lines,Aadam551,3/15/2020,neutral,0
Stock futures plunged Sunday afternoon minutes after Trump announced that the Federal Reserve emba,ajohon,3/15/2020,neutral,0
RT Protect Ya Neck against the Coronavirus We are making a few thousand prints and distributing them across New York City Fe,alvarcarmona,3/15/2020,negative,-0.031818182
RT 1 Trump denied the available WHO coronavirus test kit 2 The 12 week delay cost American lives 3 After this delay Os,amypeskin1,3/15/2020,positive,0.2
RT One day coronavirus death toll Italy 368 Spain 97 France 29,AustinLNale,3/15/2020,neutral,0
RT I can tell you as someone who has been diagnosed with incurable stage 4 MBC in Nov of 2016 prayer helps God is good T,BestCandlesHere,3/15/2020,positive,0.1
RT This story may gain more credence in the future,BLUEbugayong,3/15/2020,positive,0.25
RT terrence I WILL GET IN TROUBLE FOR THIS Calling the Coronavirus The China Virus is not racist It came from China Not from C,BonnieL27773370,3/15/2020,negative,-0.2
RT BREAKING CDC recommends the cancellation or postponement of all events with 50 people or more for the next 8 weeks,boyster0405,3/15/2020,positive,0.25
RT Remember back on Jan 23 when lockdown of Wuhan was announced China only had 25 confirmed deaths They may well have underrep,BryceHager70,3/15/2020,positive,0.133333333
RT me when i get coronavirus,chrsxmrtn,3/15/2020,neutral,0
RT Here s the other virus raging beneath the radar while the CoronaVirus gets all the attention the pandemic of stupidit,colfer36,3/15/2020,negative,-0.125
Even as supply chains face disruption in the near term from the coronavirus disease COVID19 in the longer term,connectCRE,3/15/2020,positive,0.1
RT I don t trust Trump or his sycophants Trump had been partying it up at Mar a Lago amp at all these places w people who,CzekajPeter,3/15/2020,neutral,0
RT During the California fires I fell into the habit of spreading positive information regarding those in need Many of my,Daviskanne,3/15/2020,positive,0.363636364
RT tested negative for coronavirus goin boozer to cellarbrate cheers,deeluima,3/15/2020,negative,-0.3
RT Coronavirus Never heard of it,DejaRu22,3/15/2020,neutral,0
RT me laughing at coronavirus memes vs me finding out euphoria s s2 production is postponing because of the virus,diorshejrt,3/15/2020,neutral,0
RT due to coronavirus my summer body will be postponed until 2021 Thank you for understanding,elyfernandez_,3/15/2020,negative,-0.125
RT Review the below and visit for information on steps that every American and community can take to,GigiHargrove1,3/15/2020,neutral,0
RT President Trump says the coronavirus is something that we have total control over Completely and utterly false The p,gkgguy,3/15/2020,negative,-0.1
RT due to coronavirus my summer body will be postponed until 2021 Thank you for understanding,HauptHarper,3/15/2020,negative,-0.125
RT CDC website link,helmsinki,3/15/2020,neutral,0
RT During the California fires I fell into the habit of spreading positive information regarding those in need Many of my,hunttherut1,3/15/2020,positive,0.363636364
RT An emergency room doctor at EvergreenHealth the hospital that s been treating lots of the patients in the Washington outbreak,illu_777,3/15/2020,neutral,0
Ohio closes restaurants and bars over coronavirus as New York official calls for similar shutdown,IndyUSA,3/15/2020,positive,0.068181818
RT BREAKING The CDC is recommending gatherings of 50 or more people over the next 8 weeks be POSTPONED or CANCELLED https,JeremySings918,3/15/2020,positive,0.25
RT BREAKING Governor Baker takes unprecedented steps to prevent the spread of the coronavirus He has amended the 250 ban o,jlake4321,3/15/2020,positive,0.6
RT NEW The CDC has updated its coronavirus guidelines Highlights No gatherings of 50 people for at least 8 weeks No large,jminer137,3/15/2020,negative,-0.09025974
RT Bully19 What fuckin Virus The Coronavirus Christopher the fuckin Coronavirus Hooo no more coronas The Fuck are you talk,justayprofile,3/15/2020,negative,-0.325
RT Johns Hopkins and Gates Foundation Hosted Coronavirus Pandemic Simulation Last October Event 201 simulated a global pande,KaylRooney,3/15/2020,neutral,0
Bharat hindu Coronavirus can,Koteswa03672580,3/15/2020,neutral,0
7 It s just a matter of time The growth rate of covid19 is really very high LOCKDOWN India ASAP SAARC,kthej,3/15/2020,positive,0.208
RT CORONAVIRUS LATEST U S death toll reaches 61 Fed lowers interest rates to near zero New York Ci,Lady_Blazes,3/15/2020,positive,0.245454545
It s a given the Trump amp Kushner families are somehow making money off this cris,LauraTripp57,3/15/2020,neutral,0
RT Wow I have no words Prominent German newspaper WELT am Sonntag reported that Trump had offered large sums of money to,LeftCoastDem,3/15/2020,positive,0.203571429
RT nra amp to Debate tonight at CNN s studio in Washington DC with NO AUDIENCE due to the coronavirus,LissaLove123,3/15/2020,negative,-0.125
RT 48 of Americans say that they trust Donald trump to handle the Coronavirus crisis He literally called the Coronaviru,mama512,3/15/2020,neutral,0
RT These folks may not have to wait for the Rapture to see God,marn_1966,3/15/2020,neutral,0
RemoteWork in coronavirus time,mbasilico,3/15/2020,neutral,0
RT After disastrous communications during the 2001 anthrax attacks the CDC wrote a 450 page manual for how to communicate dur,michaelwright50,3/15/2020,negative,-0.7
RT What this Administration has done with coronavirus information dissemination has been an EPIC failure Confusing in,Monksixtysix,3/15/2020,negative,-0.172222222
RT Protect Ya Neck against the Coronavirus We are making a few thousand prints and distributing them across New York City Fe,Nanohabro,3/15/2020,negative,-0.031818182
RT Coronavirus italy in lockdown Also italians,nati_canovas,3/15/2020,neutral,0
RT LAS VEGAS CLOSURES Wynn Resorts closing its Vegas casinos for at least two weeks amid coronavirus pandemic,phxphotog,3/15/2020,negative,-0.3
RT BREAKING First dose for possible coronavirus vaccine to be trialled tomorrow in the United States,QuacyKinsWik,3/15/2020,positive,0.125
RT The German Health Ministry confirmed a report that Trump offered large sums of money to the German pharmaceutical company,rasorian,3/15/2020,positive,0.153571429
Do your patriotic duty Stay home Clean hands frequently w alcohol based hand rub or soap amp water Cover nose amp,SaadAbedine,3/15/2020,positive,0.233333333
RT Ballin247 The coronavirus just the flu with some bop in it,SanguineeRackie,3/15/2020,neutral,0
Nashville is trying to solve a problem with no real blueprint How do you encourage visitation after a natural disa,skift,3/15/2020,neutral,0
RT 1 3 We re going to fill it right to the top Trump said Friday promising the Energy Dept would crude oil for the nation s,TakeThatGods,3/15/2020,positive,0.071428571
RT Nobody is allowed to go outside in Spain due to the Coronavirus crisis But in order to keep people moving this sports i,TaregLashab,3/15/2020,negative,-0.0625
RT Couple decide to recreate their canceled cruise coronavirus,thebridge75,3/15/2020,neutral,0
RT Grandma Charlotte what did you during the coronavirus epidemic I stayed the fuck home ate junk food and watched bad T,therealmandymac,3/15/2020,negative,-0.55
