User Name,Statuses,Time Created At,Sentiment Analysis,Polarity
Germany is implementing new social distancing rules barring groups of more than 2 people except families The meas,nytimes,3/22/2020,positive,0.223232323
Hawaii announced mandatory 14 day quarantines for anyone entering the state Italy s toll is growing more staggeri,nytimes,3/22/2020,positive,0.5
Her name was Loretta Dionisio but they called her Lettie She was outrageously friendly She was tough She was fo,nytimes,3/22/2020,negative,-0.006944444
Here are 10 ways to ease your coronavirus anxiety suggested by Dr Harriet Lerner a psychologist and author who h,nytimes,3/22/2020,neutral,0
I m happy to see you a man said stopping to greet a friend on the sidewalk in Harlem on Saturday I wish I cou,nytimes,3/22/2020,positive,0.8
I m taking no joy in this to be honest Steve Sando a California bean supplier said It s born out of fear I,nytimes,3/22/2020,positive,0.1
If you need a distraction we ve collected pick me up music recommendations from critics like Hanif Abdurraqib Jia,nytimes,3/22/2020,neutral,0
If you ve been laid off or lost income because of the coronavirus we have a guide to basic information you ll need,nytimes,3/22/2020,neutral,0
In New York more than a quarter million home health workers support the city s most vulnerable residents They are,nytimes,3/22/2020,positive,0.159090909
In Opinion Cristian Fracassi and Alessandro Romaioli write We make earthquake sensors silicone bandages bicycl,nytimes,3/22/2020,neutral,0
In Opinion I don t want to act like a tough guy like I stood up to the president I just want to get the facts o,nytimes,3/22/2020,negative,-0.388888889
In Opinion Scott Kelly a retired NASA astronaut spent nearly a year on the International Space Station He share,nytimes,3/22/2020,neutral,0
It seemed simple Stop travel stop the virus from spreading around the world We analyzed the movements of million,nytimes,3/22/2020,neutral,0
Italy s experience shows that steps to isolate the coronavirus and limit people s movement need to be put in place,nytimes,3/22/2020,neutral,0
New preliminary studies indicate that the spread of the coronavirus might slow in the summer months Warmer temper,nytimes,3/22/2020,negative,-0.081818182
President Trump has made statements that conflict with the government s own public health experts He has focused e,nytimes,3/22/2020,positive,0.3
President Trump has resisted using emergency powers to compel U S companies to make face masks to protect health w,nytimes,3/22/2020,neutral,0
President Trump has sent a letter to North Korea s leader Kim Jong un expressing his willingness to help the Nort,nytimes,3/22/2020,neutral,0
President Trump s performance has put these traits on display profound need for personal praise propensity to b,nytimes,3/22/2020,neutral,0.041666667
Read the full investigation into what went wrong at the Life Care Center nursing home in Kirkland Washington by,nytimes,3/22/2020,negative,-0.083333333
Retailers and companies in the food and medical supply chain which are seeing demand soar are recruiting workers,nytimes,3/22/2020,neutral,0
RT A shift manager at a McDonald s restaurant in Kansas City Mo asks why a company that earned 5 3 billion last year can t,nytimes,3/22/2020,neutral,0
RT By the time borders were shut and international travel restrictions imposed it was too late See why,nytimes,3/22/2020,negative,-0.15
RT Driving is down so emissions are down so much that satellites can see the difference,nytimes,3/22/2020,negative,-0.037037037
RT Here is why Italy failed to slow the coronavirus and how the lessons from its shortcomings were overlooked by so many other,nytimes,3/22/2020,negative,-0.10625
RT I found it so hard to convey the torturous despair at the Kirkland nursing home This story manages to do it including th,nytimes,3/22/2020,negative,-0.291666667
RT I grabbed gloves Clorox wipes and my notebook and I flew to Seattle to take the emotional temperature of the Americans w,nytimes,3/22/2020,neutral,0
RT I m one of the doctors on the front lines of the war against this virus writes Dr Daniel Horn Here s how you can help me,nytimes,3/22/2020,neutral,0
RT ivory An inmate at a federal prison in Brooklyn tested positive on Saturday for coronavirus It is the first known case invol,nytimes,3/22/2020,positive,0.238636364
RT My heart goes out to all the fertility patients whose treatment has been paused spoke to some of them,nytimes,3/22/2020,neutral,0
RT NEW said today that companies will make enough masks to protect medical workers from coronavirus But w,nytimes,3/22/2020,positive,0.045454545
RT nyc A stunning exhaustively sourced and gorgeously illustrated picture story of how the virus got out of Wuhan and into every,nytimes,3/22/2020,positive,0.6
RT People have worked with passion and purpose for years to devise protocols for how to ration lifesaving medical care and vent,nytimes,3/22/2020,neutral,0
RT Some companies are hiring but the process has changed They get to keep the pen that they filled out their application wit,nytimes,3/22/2020,positive,0.4
RT Some sage advice for bean novices who don t what to do with their stockpiles There are a lot of new people who are kind,nytimes,3/22/2020,positive,0.368181818
RT There was a mass shooting in Missouri last weekend Maybe you heard about it maybe you didn t Because of the virus famil,nytimes,3/22/2020,neutral,0
The 911 calls came in one after another Difficulty breathing Turning blue Come quickly They were all for the,nytimes,3/22/2020,positive,0.166666667
The fashion designer Christian Siriano and other clothing designers and manufacturers are shifting their operations,nytimes,3/22/2020,negative,-0.0625
The number of confirmed coronavirus cases in the U S dwarfs those in every nation in Latin America and the Caribbe,nytimes,3/22/2020,positive,0.4
The Princess Bride Bird by Bird Tiny Beautiful Things and more Here are the books that authors read for co,nytimes,3/22/2020,positive,0.45
The retailer Target apologized after being criticized for selling scarce N95 masks in some stores in Washington Sta,nytimes,3/22/2020,neutral,0
The Scripps National Spelling Bee is like a Super Bowl for spellers Contestants typically spend years preparing,nytimes,3/22/2020,positive,0.083333333
The timing could not have been worse Hundreds of millions of people in China were about to travel back to their ho,nytimes,3/22/2020,negative,-0.2
U S Vice President Mike Pence and his wife have tested negative for the coronavirus a spokeswoman said,nytimes,3/22/2020,negative,-0.3
Vancouver is home to tens of thousands of people whose lives straddle Canada and China Now that the government has,nytimes,3/22/2020,neutral,0
Washing your hands is one of the most important things you can do to protect yourself and others from illness Here,nytimes,3/22/2020,positive,0.45
We analyzed the movements of hundreds of millions of people to show why the most extensive travel restrictions in h,nytimes,3/22/2020,positive,0.25
We asked experts how best to clean your home during a viral outbreak It takes only a few minutes but cleaning hig,nytimes,3/22/2020,positive,0.291666667
While Americans have been urged and in some areas ordered to stay home and limit interactions others across the U,nytimes,3/22/2020,neutral,0
Whole sectors of the U S economy have gone dark to slow the spread of the coronavirus Here s what economists say,nytimes,3/22/2020,negative,-0.083333333
3 agencies in the U S responsible for detecting and combating threats like the coronavirus failed to prepare quick,nytimes,3/28/2020,negative,0.011111111
About 10 of the roughly 450 shelters in New York City s main shelter system have now been affected by the coronavi,nytimes,3/28/2020,positive,0.067676768
An infant who tested positive for the coronavirus has died in Chicago the authorities said on Saturday It s the f,nytimes,3/28/2020,positive,0.227272727
Between late January and early March in the U S large scale testing of people who might have had the coronavirus,nytimes,3/28/2020,negative,0.004761905
Dr Fauci an immunologist who has led the National Institute of Allergy and Infectious Diseases since 1984 has ad,nytimes,3/28/2020,neutral,0
Dr Robert Redfield is the director of the CDC and trusted the agency s veteran scientists to develop a test for th,nytimes,3/28/2020,neutral,0
Gov Gina Raimondo of Rhode Island said on Friday that if New Yorkers entering the state did not quarantine themsel,nytimes,3/28/2020,positive,0.136363636
Here s a timeline of the U S s slow start to the coronavirus testing,nytimes,3/28/2020,negative,-0.3
I m quarantined even though I m moving around Darrell Woolsey said So I might as well keep working as long a,nytimes,3/28/2020,negative,-0.05
I m terrified said Phil Suarez a New York City paramedic for 26 years who assisted in rescue efforts during the,nytimes,3/28/2020,positive,0.136363636
In Opinion Maureen Dowd writes To the surprise of many who did not associate the name Andrew Cuomo with the wo,nytimes,3/28/2020,positive,0.5
In recording his party for one Enrico Barberis Negra created what has become one of the more uplifting social isol,nytimes,3/28/2020,positive,0.266666667
In the U S between late January and early March large scale testing of people who might have had the coronavirus,nytimes,3/28/2020,negative,0.004761905
Instacart employees plan a U S wide strike on Monday It s unclear how many might participate but it comes at a t,nytimes,3/28/2020,positive,0.2
It s been a challenging week If you haven t had time to stay on top of our coverage of the coronavirus here are 5,nytimes,3/28/2020,positive,0.5
New York State will order all hospitals to allow partners in delivery rooms despite the coronavirus risk Some hos,nytimes,3/28/2020,positive,0.136363636
New York will postpone its April 28 presidential primary until June 23 Gov Andrew Cuomo announced Saturday 10,nytimes,3/28/2020,positive,0.268181818
President Trump on Saturday said he was considering a 2 week quarantine of New York New Jersey and parts of Connec,nytimes,3/28/2020,positive,0.136363636
RT For the last week I ve had dozens of conversations with medics across the city They ve called anguished sometimes crying,nytimes,3/28/2020,neutral,-0.1
RT From our story on The Lost Month Large scale testing of people who might have been infected did not happen because of te,nytimes,3/28/2020,neutral,0.214285714
RT It didn t have to be this bad How the Trump administration in the world s richest nation with the best scientists failed t,nytimes,3/28/2020,negative,-0.066666667
RT It was a great great night A beautiful night Then people died That virus ran through at least 10 people that ni,nytimes,3/28/2020,positive,0.5375
RT My story with a bit of a personal twist Rumbling through these times in a diesel powered cocoon of glass and steel,nytimes,3/28/2020,neutral,0
RT Organizers of the Summer Olympics in Tokyo are considering July 23 2021 for the opening ceremony of the 2020 Summer Games p,nytimes,3/28/2020,neutral,0
RT Since we have to be inside all day I urge you to undergo the trippy experience of restless guest less QVC,nytimes,3/28/2020,neutral,-0.166666667
RT Testing is the crack that split apart the rest of the response when it should have tied everything together Our deep,nytimes,3/28/2020,neutral,0
Some refuse to say where theirs is Others show up at 7 a m to beat the lines With gyms and clubs closed around,nytimes,3/28/2020,negative,-0.1
Some students want U S colleges to give a universal pass as the coronavirus disrupts classes rather than adoptin,nytimes,3/28/2020,neutral,0
The campaign against Dr Fauci stands out because he is one of the world s leading infectious disease experts and a,nytimes,3/28/2020,neutral,0
The Danish government plans to cover 75 to 90 of workers wages to prevent mass unemployment during the coronaviru,nytimes,3/28/2020,neutral,0
Together the challenges resulted in a lost month when the U S squandered its best chance of containing the coron,nytimes,3/28/2020,positive,1
13 years ago U S public health officials came up with a plan to address what they regarded as one of the medical,nytimes,3/29/2020,neutral,0
A federal judge in Los Angeles has ordered the U S government to make continuous efforts to release thousands of,nytimes,3/29/2020,neutral,0
A mom of 4 uploaded a 90 second rant about online learning to a Facebook group Not long after it had been transla,nytimes,3/29/2020,positive,0.0125
After India s government announced a country wide lockdown to contain the coronavirus millions of the country s mi,nytimes,3/29/2020,neutral,-0.1
After SARS Chinese health officials built a system to track contagions while evading political meddling It broke,nytimes,3/29/2020,neutral,0
Amid the uncertainty of the coronavirus pandemic the people who make dystopian TV dramas like The Handmaid s Tale,nytimes,3/29/2020,neutral,0
An earlier version of this article misstated the date of the U S s first confirmed case of coronavirus through tra,nytimes,3/29/2020,positive,0.216666667
An early lack of screening in the U S let the coronavirus pandemic spread largely undetected Read our investigati,nytimes,3/29/2020,positive,0.157142857
As the coronavirus ravages the U S health care system the scarcity of ventilators has been forcing doctors to mak,nytimes,3/29/2020,neutral,0
As the coronavirus spreads across the U S medical experts are debating how much the public should know about loca,nytimes,3/29/2020,positive,0.066666667
Breaking News Federal guidelines for social distancing will remain in place until April 30 President Trump said,nytimes,3/29/2020,positive,0.033333333
Companies have seen the coronavirus outbreak in the U S as a chance to cash in do some good or both The rush ha,nytimes,3/29/2020,positive,0.7
Early February Stanford University develops its own test for the coronavirus but runs into regulatory roadblocks at the FDA,nytimes,3/29/2020,positive,0.35
Facebook is straining to deal with skyrocketing usage during the coronavirus pandemic I ve never seen anything li,nytimes,3/29/2020,neutral,0
Feb 4 The FDA approves the CDC test but the White House task force remains focused on the Diamond Princess cruis,nytimes,3/29/2020,neutral,0
First up explains if you should flee the city because of the coronavirus Before relocating consider,nytimes,3/29/2020,positive,0.25
For today March 29 here s how to follow the latest on the coronavirus outbreak We ll update this every day,nytimes,3/29/2020,positive,0.5
Has the coronavirus created a new dilemma in your life Please send us your quandaries especially about the human,nytimes,3/29/2020,positive,0.045454545
How the coronavirus outbreak has unfolded,nytimes,3/29/2020,neutral,0
How to maintain a social life while social distancing Here are suggestions of things to do this weekend while als,nytimes,3/29/2020,positive,0.033333333
In New York the long ignored vertical slabs all over the city are having a moment,nytimes,3/29/2020,positive,0.043181818
In Opinion Stephanie Land writes Those who work in our homes are human beings who in the face of Covid 19 have,nytimes,3/29/2020,neutral,0
In Opinion There is perhaps one lesson we can draw from Germany s experience Don t count your blessings or you,nytimes,3/29/2020,neutral,0
Jan 20 The United States has its first confirmed case of coronavirus through travel a man in Washington State,nytimes,3/29/2020,positive,0.325
Jan 29 The White House announces a coronavirus task force led by the health secretary Alex Azar President Trump,nytimes,3/29/2020,neutral,0
Many people spend their nights now tossing and turning struggling to unglue from the constant scroll of coronaviru,nytimes,3/29/2020,positive,0.25
March 1 New York City reports its first coronavirus case,nytimes,3/29/2020,positive,0.193181818
My boy s coughing began on a Thursday night a phlegmy body shaking rattle that struck him every few minutes Ki,nytimes,3/29/2020,negative,-0.2
Next Yes it s OK to take a walk checked for this 77 year old who is terrified to leave her apartment,nytimes,3/29/2020,positive,0.2
President Trump said Saturday night that he would not impose a quarantine on New York New Jersey and Connecticut,nytimes,3/29/2020,positive,0.136363636
Public health depends a lot on public trust I Glenn Cohen an expert in bioethics said If the public feels a,nytimes,3/29/2020,neutral,0
RT Amid questions about whether the GOP convention will go ahead and whether it can solicit enough sponsorship from companies,nytimes,3/29/2020,neutral,0
RT At least 4 migrant children in US have tested positive for Covid 19 even more shelter staff are infected,nytimes,3/29/2020,positive,0.142424242
RT Darrell just called He s on his way to Waco with no plans for home Load prices are holding he said and diesel prices,nytimes,3/29/2020,neutral,0
RT Exclusive The US government had a plan to build a huge fleet of easy to use inexpensive ventilators Then a big compan,nytimes,3/29/2020,positive,0.277777778
RT ivory An federal inmate in Louisiana has died and others at the prison have been hospitalized The death represents the firs,nytimes,3/29/2020,neutral,0
RT JUST POSTED We need help to go home I visited Liberty U as the consequences of Jerry Falwell s decision to reopen the camp,nytimes,3/29/2020,neutral,0
RT Many many people were touched by s powerful account of her husband s battle with Covid this past week,nytimes,3/29/2020,positive,0.2625
RT NEW Read about the cheaper more durable ventilator that never was It s a tale about just what happens when critical pu,nytimes,3/29/2020,positive,0.212121212
RT New telling the untold story of Project Aura a 13 year multi million dollar federal project to hold a fleet of affordabl,nytimes,3/29/2020,positive,0.136363636
RT PROJECT AURA The head of the CDC sees a prototype for a cheap easy to use portable ventilator that was 9 years ago It n,nytimes,3/29/2020,positive,0.416666667
RT Russia is scrambling to recast its Victory Day festivities now that the virus is here But WW2 veterans are still getting,nytimes,3/29/2020,neutral,0
RT The coronavirus crisis has revealed and exasperated weaknesses in each nation that it has hit Iraq is cratering on almost,nytimes,3/29/2020,neutral,0
RT These stereotypes have been here for decades Representative Judy Chu Democrat of California said They re always kin,nytimes,3/29/2020,neutral,0
RT Today s story with on COVID 19 and NYC s basketball community has been updated after we confirmed two form,nytimes,3/29/2020,positive,0.4
Senators did do something consequential but they were a long way from putting aside their differences,nytimes,3/29/2020,negative,-0.05
Speaker Nancy Pelosi said on Sunday that President Trump s delay in responding to the coronavirus pandemic would ul,nytimes,3/29/2020,neutral,0
That s all we can do just pray stick together encourage each other not get paralyzed by fear In the Brookly,nytimes,3/29/2020,negative,-0.125
The 2020 Summer Olympics postponed because of the coronavirus pandemic would start on July 23 2021 under a plan,nytimes,3/29/2020,neutral,0
The AIDS activist Larry Kramer is now writing a play for the age of Covid 19 It s about gay people having to live,nytimes,3/29/2020,positive,0.276515152
The coronavirus has fundamentally transformed political life in America affecting how candidates communicate with,nytimes,3/29/2020,neutral,0
The latest on the coronavirus outbreak The CDC issued a travel advisory for New York New Jersey and Connecticut,nytimes,3/29/2020,positive,0.257575758
The people of Wuhan gave onlookers including myself a lot of courage There s been a generational awakening in,nytimes,3/29/2020,neutral,0
The stalled efforts to create cheap easy to use ventilators highlight the perils of outsourcing public health proj,nytimes,3/29/2020,positive,0.277777778
The torrent of falsehoods aimed at discrediting Dr Anthony Fauci is another example of how some far right supporte,nytimes,3/29/2020,neutral,0.192857143
The U S finally passed South Korea and Italy in coronavirus testing overtaking 2 countries with much smaller pop,nytimes,3/29/2020,neutral,0
The U S health department s civil rights office is opening a series of investigations to ensure that state mandate,nytimes,3/29/2020,neutral,0
There is something tantalizing about being there but not being there about being everywhere and nowhere at once,nytimes,3/29/2020,neutral,0
There s a saying in journalism The solution is always more reporting And that s what we ll do in coming weeks in,nytimes,3/29/2020,positive,0.5
Things veered off course when a multibillion dollar maker of medical devices Covidien bought the small California,nytimes,3/29/2020,negative,-0.125
Unused emergency gurneys a defining image from 9 11 have much to tell us today when there isn t a bed to spare,nytimes,3/29/2020,positive,0.2
Usually we honor the dead said a funeral director in Bergamo the bleak heart of Italy s coronavirus outbreak,nytimes,3/29/2020,negative,-0.483333333
We interviewed more than 50 current and former public health officials administration officials senior scientists,nytimes,3/29/2020,positive,0.125
Whether you have a washer dryer in your home or rely on your local laundromat there are several ways to reduce you,nytimes,3/29/2020,neutral,0
While exposure to outdoor air pollution is often out of our hands that s less true of indoor air pollution Here s,nytimes,3/29/2020,positive,0.091666667
While the goods that arrived in New York will be welcomed by hospitals and health care workers some of whom have,nytimes,3/29/2020,positive,0.136363636
With France in lockdown tensions have erupted in various rural areas where city dwellers have taken refuge We,nytimes,3/29/2020,neutral,0
But as their counterparts sometimes see it the jobs pose too great a risk to other members of their families,nytimes,4/7/2020,positive,0.3375
Families across the U S are confronting similar questions to the ones Dr Bertha Mayorquin faced Family law varie,nytimes,4/7/2020,neutral,0
For health care and other essential workers the custody battles are infused with heightened controversy Some of t,nytimes,4/7/2020,negative,-0.0625
RT My brief obit tribute to Albert Petrocelli 73 a retired FDNY battalion chief who lost a son on 9 11 and who died last we,nytimes,4/7/2020,neutral,0
When parents do seek help from the courts they are getting very different responses Some courts are largely shutt,nytimes,4/7/2020,positive,0.107142857
8 doctors in the U K have died from the coronavirus Coming from Egypt India Nigeria Pakistan Sri Lanka and Su,nytimes,4/8/2020,neutral,0
After living so long without your parents you can t do it again It drives you crazy Their college campuses c,nytimes,4/8/2020,negative,-0.325
An ambulance took Maria Correa to a Queens hospital with coronavirus symptoms But when her family called the hospi,nytimes,4/8/2020,neutral,0
Any date that s currently being thrown around about when the U S may reopen is just a guess But here are 4 benchm,nytimes,4/8/2020,neutral,0
Are our children going to be taken away from us because we are on the front lines helping people Across the U S,nytimes,4/8/2020,neutral,0
Are you a doctor nurse or health care worker on the front lines of the coronavirus outbreak We want to share your,nytimes,4/8/2020,neutral,0
Black and Hispanic people in New York City are twice as likely to die of the virus as white people according to pr,nytimes,4/8/2020,negative,-0.007575758
Breaking News John Prine the folk singer and songwriter with a raspy voice and ingenious lyrics died at 73 from,nytimes,4/8/2020,positive,0.5
Britain is gripped by concern for the health of its prime minister and questions of succession The last time Brit,nytimes,4/8/2020,neutral,0
Broadway will remain closed for at least another 2 months at least through June 7 industry leaders said Wednesday,nytimes,4/8/2020,negative,-0.233333333
China is trying to rewrite its role in the coronavirus pandemic leveraging its increasingly sophisticated global p,nytimes,4/8/2020,positive,0.25
Coronavirus illnesses and deaths are still overwhelmingly concentrated in cities and suburbs but they are growing,nytimes,4/8/2020,positive,0.5
Coronavirus patients in areas that had high levels of air pollution before the pandemic are more likely to die from,nytimes,4/8/2020,positive,0.22
Delhi recorded a pollution reading of 38 on the Air Quality Index about as good as anywhere in the world and stunn,nytimes,4/8/2020,positive,0.7
Democrats counterproposal threatened to slow down the emergency aid for distressed businesses which Senate Republ,nytimes,4/8/2020,negative,-0.227777778
Democrats said they would push to double the emergency aid requested by the Trump administration calling for anoth,nytimes,4/8/2020,neutral,0
Farming and manufacturing towns that barely had a confirmed case a week ago are now reporting people dying from the,nytimes,4/8/2020,positive,0.225
For generations Jewish families have gathered for the first night of Passover to recount the 10 plagues from the B,nytimes,4/8/2020,positive,0.125
For months Japan has confounded the world with its coronavirus response Now as its largest cities experience a r,nytimes,4/8/2020,neutral,0
For today April 8 here s how to follow the latest on the coronavirus outbreak We ll update this every day L,nytimes,4/8/2020,positive,0.5
Gingerly and with plenty of caveats some corners of Europe are tiptoeing toward a loosening of the strict lockdow,nytimes,4/8/2020,neutral,0
Gov Gavin Newsom of California said late Tuesday that the state had secured nearly 200 million masks a month for C,nytimes,4/8/2020,negative,-0.1
Here s a rundown of the highlights worth watching from late night TV,nytimes,4/8/2020,positive,0
How the pandemic pitted a top captain against the head of the service upending the chain of command and resulting,nytimes,4/8/2020,positive,0.5
I don t want to be asking myself in a few months Why did I give away my last few paychecks to rent The econom,nytimes,4/8/2020,negative,-0.133333333
In India s capital residents are stunned by how blue the sky really is as a strict lockdown cuts back drastically,nytimes,4/8/2020,positive,0.066666667
In Opinion is talking about his column Has Anyone Found Trump s Soul Anyone,nytimes,4/8/2020,neutral,0
In Opinion Katy Balls writes A leader who has repeatedly defied the laws of political gravity finds himself stru,nytimes,4/8/2020,neutral,0
In Opinion Outsized antipathy or allegiance to Mr Trump is now the defining feature of American political life,nytimes,4/8/2020,neutral,0
In the U S demand for food assistance is rising at an unprecedented rate just as food banks are being struck by,nytimes,4/8/2020,positive,0.6
In we photographed the medical workers on the front lines of the coronavirus battle in northern Italy The,nytimes,4/8/2020,neutral,0
Industry executives and analysts expect the renewable business to continue growing in 2020 and next year even as oi,nytimes,4/8/2020,neutral,0
Israeli Jews are seeking novel ways of celebrating this week s Passover holiday traditionally a festival of freedo,nytimes,4/8/2020,neutral,0
It feels bad to have to choose between your personal safety and your right to vote But you have to be heard,nytimes,4/8/2020,negative,-0.138095238
Jack Dorsey the chief executive of Twitter and Square said that he planned to donate 1 billion to relief program,nytimes,4/8/2020,neutral,0
Janie Marshall who had dementia lost her bearings at a Brooklyn hospital and grabbed onto another patient s IV po,nytimes,4/8/2020,neutral,0
Many rural communities in the U S that watched the coronavirus unfold in far away cities are now experiencing the,nytimes,4/8/2020,positive,0.2
Most major cruise lines in the U S are incorporated in foreign countries it allows them to pay employees many ti,nytimes,4/8/2020,positive,0.234375
New York State with a population of nearly 20 million now has more confirmed cases of coronavirus than Italy New,nytimes,4/8/2020,positive,0.254545455
Nurses and doctors scarce in rural communities at normal times are calling out sick and being quarantined The lo,nytimes,4/8/2020,negative,-0.188095238
Official statistics can t keep up with how fast the economy is changing but power usage can offer a clue New dat,nytimes,4/8/2020,positive,0.168181818
On the latest episode of our new podcast Sugar Calling the writer Cheryl Strayed calls up Margaret Atwood to chat,nytimes,4/8/2020,positive,0.318181818
Our journalists are looking for stories related to several specific topics See those and how to join our ongoing r,nytimes,4/8/2020,neutral,0
President Trump criticized the World Health Organization saying it acted too slowly in sounding the alarm about th,nytimes,4/8/2020,negative,-0.3
President Trump threatened to withhold funding from the World Health Organization even as a deadly virus ravages na,nytimes,4/8/2020,negative,-0.2
Read our full report on the rise in coronavirus cases in rural communities in the U S and why many doctors commu,nytimes,4/8/2020,positive,0.283333333
Republicans and President Trump are resisting Democrats efforts to broaden voting access during the coronavirus pa,nytimes,4/8/2020,neutral,0
