User Name,Statuses,Time Created At,Sentiment Analysis,Polarity
One doctor said It s beyond our worst nightmare NY Times Reporter Michael Rothfeld on COVID 19 cases overw,MSNBC,3/27/2020,negative,-1
BREAKING President Trump signs 2T coronavirus relief bill into law,MSNBC,3/27/2020,neutral,0
More than 20 000 people have now died due to COVID 19 disease globally a number that has increased from 10 000 on,MSNBC,3/27/2020,positive,0.125
How much you get depends on how much you earn breaks down who qualifies to receive financial aid fro,MSNBC,3/27/2020,positive,0.061111111
WATCH Rep Mikie Sherrill and Rep Debbie Dingell discuss the impact of coronavirus in their districts Dingell,MSNBC,3/27/2020,neutral,0
on lack of federal response to coronavirus It s every state for themselves it s everybody who wants to,MSNBC,3/27/2020,positive,0.2
NEW New York City health officials report an additional 155 deaths from COVID 19 since 10 a m Saturday marking t,MSNBC,3/28/2020,positive,0.136363636
WATCH Memorial City Mall in Houston Texas hosting blood and medical supply drives as the state continues to batt,MSNBC,3/28/2020,neutral,0
Joe Biden on how he would handle the COVID 19 pandemic I d be protecting our docs our nurses and first responde,MSNBC,3/28/2020,positive,0.25
NEW Illinois state health officials have reported the death of an infant in Chicago who tested positive for corona,MSNBC,3/28/2020,positive,0.181818182
If homeless people are not taken care of the virus still spreads says Rev Barber We need to have a bill that,MSNBC,3/28/2020,neutral,0
FDA authorizes emergency use of a new rapid coronavirus test that could give patients results in,MSNBC,3/28/2020,positive,0.136363636
NEW Italian officials say 889 people died of coronavirus overnight bringing the death toll in the country to 10 0,MSNBC,3/28/2020,positive,0.068181818
Live now on President Trump speaks at the send off for the USNS Comfort a US Navy hospital ship headed to,MSNBC,3/28/2020,positive,0.136363636
NEW NY Gov Cuomo reports 7 681 new coronavirus cases in state bringing total up to 52 318 cases Number of deat,MSNBC,3/28/2020,positive,0.090909091
Delta is offering free flights for medical volunteers to assist in certain regions of the US significantly impacted,MSNBC,3/28/2020,positive,0.247321429
President Trump issued an executive order Friday giving the Dept of Defense and Homeland Security the authority to,MSNBC,3/28/2020,neutral,0
MARCH 28 discusses his latest reporting on coronavirus,MSNBC,3/28/2020,positive,0.5
As of 10 a m ET March 28 there are 102 074 confirmed coronavirus cases in the US and 1 606 deaths,MSNBC,3/28/2020,positive,0.4
THREAD Coronavirus updates Saturday March 28 US coronavirus cases surpass 100 000 President Trump signs,MSNBC,3/28/2020,neutral,0
Speaker Pelosi says the coronavirus relief bill and all that it does for America s workers and families it s the,MSNBC,3/28/2020,neutral,0
We did not act when we should have acted Joe Biden says in regards to the COVID 19 pandemic We have to focus o,MSNBC,3/28/2020,neutral,0
Gov Cuomo This is not a time to be bargaining with corporations or be relying on the volunteerism of corporation,MSNBC,3/28/2020,neutral,0
Rep Porter says a Congressional oversight cmte on the coronavirus relief bill needs to be appointed immediately t,MSNBC,3/28/2020,neutral,0
Experts fear child abuse will increase with coronavirus isolation,MSNBC,3/28/2020,neutral,0
It s us against the coronavirus Kentucky Gov Beshear says This virus doesn t care about state lines or county,MSNBC,3/28/2020,neutral,0
California Gov Newsom commutes 21 prison sentences 14 of which involved murder or related charges and pardons,MSNBC,3/28/2020,neutral,0
FDNY paramedic Today is not the day to call for the stubbed toe Today is the day to call for when you are sick B,MSNBC,3/28/2020,negative,-0.714285714
Dr Osterholm says the US needs an effective plan to produce ventilators and PPE for medical professionals on the f,MSNBC,3/28/2020,positive,0.3
Rep Omar says President Trump isn t being honest with the public on coronavirus That kind of contrast is real,MSNBC,3/28/2020,positive,0.35
Rep Rose What we see Gov Cuomo doing each and every day we need that type of plan nationwide,MSNBC,3/28/2020,positive,0.6
The coronavirus pandemic has spurred a flurry of activity to release children from juvenile detention centers Ad,MSNBC,3/28/2020,negative,-0.25
The coronavirus relief bill that passed Congress on Friday includes direct cash payments to help people through the,MSNBC,3/28/2020,positive,0.1
NEW Italy records 900 deaths on Friday the largest single day death toll since the coronavirus outbreak began rav,MSNBC,3/28/2020,positive,0.032467532
WATCH Rep Porter tells rigorous oversight on the distribution of the coronavirus relief bill is nece,MSNBC,3/28/2020,neutral,0
Live now on Rep Porter discusses Congressional oversight provisions in the coronavirus relief bill,MSNBC,3/28/2020,positive,0.136363636
WATCH Speaker Pelosi reacts to Rep Massie s attempt to derail coronavirus relief bill vote We always knew we w,MSNBC,3/28/2020,neutral,0
Dr Corey Hebert says Mardi Gras would have been canceled if New Orleans received appropriate information from th,MSNBC,3/28/2020,positive,0.318181818
Winter on record number of 911 calls in NYC amid coronavirus outbreak The issue that the fire department EM,MSNBC,3/28/2020,neutral,0
Live now on House Speaker Pelosi joins to discuss the 2T coronavirus relief bill,MSNBC,3/28/2020,positive,0.136363636
Kansas Gov Kelly on state s COVID 19 response We will never be able to get our arms around this until we have a,MSNBC,3/28/2020,positive,0.5
Sen Warner on the 2T coronavirus relief bill Our challenge now is going to be implementation How can we make s,MSNBC,3/28/2020,neutral,0
WATCH Rep Omar discusses new initiative to protect Amazon workers amid coronavirus crisis What we re asking A,MSNBC,3/28/2020,positive,0.136363636
RT What triggered this was my lack of taste and smell which happened about ten days ago or so says The sca,MSNBC,3/29/2020,neutral,0
In a special live series starting tomorrow Doctor Ezekiel Emmanuel joins for an inside look at the coron,MSNBC,3/29/2020,positive,0.164502165
There s not much that a small thousand dollars can do for a family if they re out of work and still need to pay re,MSNBC,3/29/2020,negative,-0.175
We re not waiting for the federal government says Chicago Mayor Lightfoot regarding medical supplies to combat c,MSNBC,3/29/2020,neutral,0
NEW President Trump announces extension of his admin s guidelines on social distancing amid the coronavirus outbr,MSNBC,3/29/2020,positive,0.084848485
There is no do over for the November elections We need to be prepared for a pandemic that disrupts our elections,MSNBC,3/29/2020,neutral,0
Live now on White House coronavirus task force briefing,MSNBC,3/29/2020,positive,0.068181818
The coronavirus pandemic is making voter registration more difficult than ever prompting concerns that many young,MSNBC,3/29/2020,positive,0.15
We got an email yesterday from a woman who s in lockdown in a federal facility says Holly Harris executive dire,MSNBC,3/29/2020,neutral,0
With the world consumed by the threat of the coronavirus President Trump has increasingly focused on using to his,MSNBC,3/29/2020,neutral,0
Kentucky s coronavirus linked deaths remain low and it s been a challenge to communicate the urgency to some resid,MSNBC,3/29/2020,neutral,0
Workers aren t going home for fear of infecting their families and loved ones instead they re sleeping in their c,MSNBC,3/29/2020,positive,0.7
This is coming into red America says fmr Health and Human Services Sec Sebelius We will have multiple waves,MSNBC,3/29/2020,negative,-0.025
Vatican says Pope Francis and his closest aides do not have the coronavirus,MSNBC,3/29/2020,neutral,0
It just is compounding what is already a stressful and challenging time for many people and unnecessarily so A,MSNBC,3/29/2020,positive,0.2
Speaker Pelosi criticized President Trump s response to the coronavirus pandemic by saying that as the president f,MSNBC,3/29/2020,neutral,0
A group of Maine residents apparently tried to forcibly quarantine their neighbors by cutting down a tree and block,MSNBC,3/29/2020,negative,-0.051388889
RT Dr Deborah Birx No metro area will be spared of the coronavirus outbreak,MSNBC,3/29/2020,neutral,0
NEW NY Gov Cuomo reports 7 195 new coronavirus cases in the state bringing total New York cases up to 59 513,MSNBC,3/29/2020,positive,0.102272727
Live now on NY Gov Cuomo provides latest coronavirus updates,MSNBC,3/29/2020,positive,0.318181818
As someone who has grown adult grandchildren I m not lining up to die for the economy says journalist David Cay,MSNBC,3/29/2020,positive,0.1
Dr Fauci says Sunday that infection and death tolls in the US are such a moving target but he anticipates the c,MSNBC,3/29/2020,neutral,0
An inmate has died after contracting the coronavirus at a Louisiana federal prison marking the first coronavirus r,MSNBC,3/29/2020,positive,0.25
The president as a leader is simply incapable of putting the needs of others before himself says Tom Nichols of,MSNBC,3/29/2020,neutral,0
Churches offer drive in services as coronavirus forces social distancing They are looking for somebody to tell th,MSNBC,3/29/2020,positive,0.033333333
Latest As of 10 30 a m ET March 29 there are 121 960 confirmed coronavirus cases in the US and 2 042 deaths,MSNBC,3/29/2020,positive,0.45
Not all immigrants are covered with free testing so undocumented immigrants who are picking the food that we eat,MSNBC,3/29/2020,positive,0.4
Fmr acting Labor Sec Seth Harris says the coronavirus relief bill helps workers by incentivizing companies to kee,MSNBC,3/29/2020,negative,-0.05
MARCH 29 discusses his latest reporting on coronavirus,MSNBC,3/29/2020,positive,0.5
NEW Spain reports daily record for coronavirus deaths with 838 fatalities in the last 24 hours according to the,MSNBC,3/29/2020,positive,0.045454545
I wish this word quarantine would go away quickly says Lt Gen Russel Honor President Trump earlier said he,MSNBC,3/29/2020,positive,0.166666667
THREAD Coronavirus updates Sunday March 29 Global death toll surpasses 30 000 with more than 10 000 deaths,MSNBC,3/29/2020,positive,0.25
We as Americans shouldn t be bidding against one another we should be able to harness the federal power to ensure,MSNBC,3/29/2020,positive,0.5
President Trump responded I don t know when asked what is being done about Asian American hate crimes amid the c,MSNBC,3/29/2020,negative,-0.266666667
says President Trump is practicing some revisionist history in regards to his administration s respon,MSNBC,3/29/2020,neutral,0
On the coronavirus Trump changes his mind about China again,MSNBC,3/29/2020,neutral,0
President Trump and Speaker Pelosi have not spoken since last October on the day that he called her a third rate,MSNBC,3/29/2020,neutral,0
discusses how businesses connected to President Trump and his family will fare without access to fund,MSNBC,3/29/2020,neutral,0
Rep Richmond says COVID 19 is hitting us hard in Louisiana We need ventilators and we need them now we ne,MSNBC,3/29/2020,negative,-0.291666667
NY Gov Cuomo announced that President Trump had approved four new sites in for emergency medical facilities in NYC,MSNBC,3/29/2020,positive,0.068181818
Congress will exercise its oversight Speaker Pelosi comments on President Trump s signing statement regarding,MSNBC,3/29/2020,neutral,0
NEW The U S death toll from COVID 19 has risen to more than 2 000 as of Saturday evening,MSNBC,3/29/2020,positive,0.318181818
WATCH describes the standard protocol to combat outbreaks Roll out diagnostics everywhere because,MSNBC,3/29/2020,neutral,0
UPDATE Pres Trump says he has asked CDC to issue a strong Travel Advisory due to coronavirus to be administere,MSNBC,3/29/2020,positive,0.154166667
Live now on Sen Booker joins to discuss the latest in the coronavirus pandemic in New Jersey,MSNBC,4/7/2020,positive,0.257575758
WATCH With the spread of coronavirus cases overwhelming nursing homes across the country one facility in Pennsylv,MSNBC,4/7/2020,positive,0.5
Speaker Pelosi says the US needs a central command for the president of the United States to say somebody is in c,MSNBC,4/7/2020,neutral,0
NEW Federal appeals court throws out a judge s order blocking Texas from banning abortions during the coronavirus,MSNBC,4/7/2020,positive,0.136363636
RT WATCH Health care workers on the front lines describe what they re seeing as they fight the coronavirus pandemic mtpda,MSNBC,4/7/2020,neutral,0
says Wisconsin elections being held during the coronavirus pandemic is partisan BS and that she hopes,MSNBC,4/7/2020,neutral,0
BREAKING Acting US Navy secretary resigns his post 2 defense officials say a day after he attacked and then apol,MSNBC,4/7/2020,neutral,0
BREAKING Acting US Navy secretary offers to resign amid firestorm over firing of captain who raised coronavirus co,MSNBC,4/7/2020,positive,0.05
Journalist Carole Simpson says NY Gov Cuomo talks to the people He tells you about cabin fever I don t think Tr,MSNBC,4/7/2020,neutral,0
NEW Coronavirus death toll in France surpasses 10 000 despite severe quarantine measures that have been put in pl,MSNBC,4/7/2020,positive,0.136363636
For us in the trenches every day has been the apex every week has been the worst week ever says NYC ER Doctor,MSNBC,4/7/2020,negative,-1
NYC ER Dr Calvin Sun Every emergency room is going through the exact same thing but the hardest hit neighborhoo,MSNBC,4/7/2020,positive,0.125
Someday I ll tell my grandchildren about the time I met a stranger in a parking lot at a McDonald s with a 3 mill,MSNBC,4/7/2020,neutral,0
The UK has recorded its highest daily death toll since the beginning of the coronavirus outbreak with 786 news dea,MSNBC,4/7/2020,neutral,0
Connecticut Gov Ned Lamont says nobody would say they re happy with the federal government s response to coronav,MSNBC,4/7/2020,positive,0.8
African Americans may be dying from COVID 19 at a higher rate Better data is essential experts say,MSNBC,4/7/2020,positive,0.1875
Rachael Ray joins Joe to discuss her pledge to donate 4M to help feed families during the coronavirus pan,MSNBC,4/7/2020,neutral,0
NEW Critical White House unit that is getting shipping and distributing goods for coronavirus fight is ordered to,MSNBC,4/7/2020,positive,0.045454545
Voters are waiting in long lines in order to cast their ballots in Wisconsin s Democratic primary despite the risk,MSNBC,4/7/2020,positive,0.175
NY Gov Cuomo says restarting the economy will depend on proper testing of coronavirus We re not there yet t,MSNBC,4/7/2020,neutral,0
NY Gov Cuomo says the state saw its largest single day increase in deaths Monday at 731,MSNBC,4/7/2020,neutral,-0.071428571
LATEST As of 10 30 a m ET April 7 there are 369 830 confirmed coronavirus cases in the US and 11 006 deaths,MSNBC,4/7/2020,positive,0.45
At California s Manhattan Beach police have zero tolerance for stay at home violations amid the coronavirus outb,MSNBC,4/7/2020,neutral,0
Britain s PM Johnson is stable and in good spirits after a night in intensive care in London where he is being,MSNBC,4/7/2020,positive,0.7
You don t want to risk taking something that could make it worse or could introduce a new problem before we know f,MSNBC,4/8/2020,negative,-0.131818182
says widespread testing is needed to get an accurate sense of the denominator of the scope of the proble,MSNBC,4/8/2020,positive,0.4
New York state suffers its highest single day of deaths with 779 lives lost from the coronavirus Gov Cuomo says W,MSNBC,4/8/2020,negative,-0.178354978
on President Trump s comments about the World Health Organization At work here is a president,MSNBC,4/8/2020,neutral,0
RT WATCH America faces 25 African American unemployment rate due to coronavirus says MTPDaily In 1978 we g,MSNBC,4/8/2020,negative,-0.041666667
RT WATCH As U S suffers deadliest day yet of pandemic coronavirus has a devastating effect on people of color MTPDaily,MSNBC,4/8/2020,negative,-0.8
Federal appeals court throws out a judge s order blocking Texas from banning abortions during the coronavirus pande,MSNBC,4/8/2020,neutral,0
California Gov Newsom praises fellow governors for managing the COVID 19 pandemic saying there s a spirit of fed,MSNBC,4/8/2020,neutral,0
US federal prosecutors Wednesday have filed what are apparently the first charges of perpetrating a biological weap,MSNBC,4/8/2020,positive,0.15
On air and at home How and moms are juggling work family while covering coronavirus,MSNBC,4/8/2020,neutral,0
Acting US Navy secretary resigns his post 2 defense officials say a day after he attacked and then apologized to,MSNBC,4/8/2020,neutral,0
The CDC is considering changing its guidelines for self isolation to make it easier for those who have been exposed,MSNBC,4/8/2020,neutral,0
California has entered into a new deal with consortium of nonprofits and manufacturers for delivery of 200M masks p,MSNBC,4/8/2020,positive,0.136363636
Rep Pressley discusses the letter she wrote to HHS Sec Azar along with Senators Booker Warren and Harris aski,MSNBC,4/8/2020,negative,-0.1
UK reports a record 938 coronavirus deaths in a single day taking the death toll to 7 097,MSNBC,4/8/2020,negative,-0.071428571
Detroit is providing 20 000 surgical face masks to bus riders free of charge following the death of bus driver who,MSNBC,4/8/2020,positive,0.2
RT Breaking orders flags lowered to half mast to honor the coronavirus victims Another 779 died in NY yesterday,MSNBC,4/8/2020,neutral,-0.166666667
Broadway will remain shut down until at least June 7 because of the coronavirus crisis the head of the theaters t,MSNBC,4/8/2020,negative,-0.227777778
Live on NY Gov Cuomo provides updates on coronavirus,MSNBC,4/8/2020,positive,0.136363636
Congress is beginning to discuss their next legislative steps including an interim bill and a second CARES Act to,MSNBC,4/8/2020,neutral,0
It s like a cruise ship except you re not going anywhere Oil rig workers hit with one two of coronavirus and pl,MSNBC,4/8/2020,neutral,0
on report that memos from Peter Navarro warned President Trump of coronavirus risks in January This w,MSNBC,4/8/2020,neutral,0
reports from a drive thru coronavirus testing center on Long Island in New York More at 11 a m ET,MSNBC,4/8/2020,positive,0.121590909
Of all the things that I ve seen in my 25 years of politics I don t know that I ve ever seen anything as reckl,MSNBC,4/8/2020,neutral,0
WATCH Joe pays tribute to legendary country and folk singer John Prine who died from coronavirus complica,MSNBC,4/8/2020,positive,1
UK PM Johnson is responding to treatment and remains in a stable condition in the intensive care unit where he is,MSNBC,4/8/2020,neutral,0
Asian American businesses saw drops in customers as high as 80 long before U S isolation rules as stigma surroun,MSNBC,4/8/2020,positive,0.0275
NEW Ethiopia Africa s second most populous country declares a state of emergency amid the coronavirus pandemic,MSNBC,4/8/2020,positive,0.212121212
says we are seeing a class divide show up as well as a racial divide when it comes to the impact of,MSNBC,4/8/2020,neutral,0
EU s top scientist quits over frustration with bloc s response to the coronavirus pandemic,MSNBC,4/8/2020,positive,0.5
Polish priest takes drive through confessions during the coronavirus pandemic From the safety of their car the,MSNBC,4/8/2020,neutral,0
The economic fallout from the coronavirus pandemic is expected to wipe out the equivalent of 195 million jobs aroun,MSNBC,4/8/2020,positive,0.05
Will Oremus says commercial manufacturers don t have room to change to meet demand for toilet paper because they,MSNBC,4/8/2020,negative,-0.016666667
In a growing number of cities and states local governments are sharing the addresses of people who test positive f,MSNBC,4/8/2020,positive,0.113636364
WATCH Wuhan where the coronavirus was first detected has lifted its 76 day lockdown,MSNBC,4/8/2020,positive,0.25
Coronavirus latest U S death toll nears 13 000 Wuhan ends coronavirus lockdown UK,MSNBC,4/8/2020,positive,0.5
WATCH Speaker Pelosi tells the US Supreme Court is undermining our democracy by overturning a lower cour,MSNBC,4/8/2020,neutral,0
President Trump removes acting Pentagon inspector general Glenn Fine who was set to oversee the 2T coronavirus re,MSNBC,4/8/2020,positive,0.155555556
says data of positive COVID 19 cases from VA facilities could show where there are brewing epidemics T,MSNBC,4/8/2020,positive,0.227272727
Sen Merkley on the possibility of congress working with the White House on another coronavirus relief bill There,MSNBC,4/8/2020,neutral,0
I don t think it s the right thing to tell people to go out and get it and create an increased demand for somethin,MSNBC,4/8/2020,positive,0.285714286
Mayor Lightfoot on the impact of coronavirus in the black community in Chicago following report The fact that bl,MSNBC,4/8/2020,negative,-0.083333333
Sen Booker comments on coronavirus in New Jersey which saw its largest increase in COVID 19 deaths in one day W,MSNBC,4/8/2020,positive,0.136363636
RT Here s why 200 000 000 000 from the government s 2 trillion emergency coronavirus relief package could be lost to fraud,MSNBC,4/8/2020,neutral,0
Brian Williams The thought here is to blame the WHO for downplaying the risk from China It also let s the presid,MSNBC,4/8/2020,neutral,0
Experts have found humans need other humans We need contact and socializing for our own health talk,MSNBC,4/8/2020,positive,0.2375
Dr Sudip Bose says knowing when to come to the emergency room is important to helping hospitals during the coron,MSNBC,4/8/2020,positive,0.4
RT WATCH explains why antibody tests will likely prove critical to the fight against coronavirus,MSNBC,4/8/2020,neutral,0
WATCH Dr Fauci When we say getting back to normal we mean something very different from what we re going throu,MSNBC,4/8/2020,negative,-0.040625
NBC New York anchor and reporter Adam Kuperstein says in emotional Instagram post that his father died with a stra,MSNBC,4/8/2020,positive,0.068181818
reports on President Trump s involvement in the resignation of acting U S Navy Secretary Modley,MSNBC,4/8/2020,neutral,0
Now on Mayor de Blasio discusses the latest on coronavirus testing in New York,MSNBC,4/8/2020,positive,0.318181818
