User Name,Statuses,Time Created At,Sentiment Analysis,Polarity
NEW President Trump announces he will activate the federal National Guard to assist Washington California and New,NBCNews,3/22/2020,positive,0.136363636
Dr Richard Hatchett a doctor leading the efforts for a potential vaccine for COVID 19 speaks to Richard Engel on,NBCNews,3/22/2020,neutral,0
Several months before the coronavirus pandemic began the Trump admin eliminated a key American public health posi,NBCNews,3/22/2020,neutral,0
NEW Sen Romney ordered to quarantine after coming into contact with Sen Paul who tested positive for coronaviru,NBCNews,3/22/2020,positive,0.181818182
The spread of the coronavirus in nursing homes and assisted living facilities highlights the particular threat thes,NBCNews,3/22/2020,positive,0.166666667
Flatten the curve The coronavirus can t be stopped in its tracks But it can be slowed down Taking steps to stop,NBCNews,3/22/2020,negative,-0.155555556
A group of Olympic athletes on Sunday called for the International Olympic Cmte and International Paralympic Cmte,NBCNews,3/22/2020,neutral,0
Maryland Gov Hogan and fellow governors have at times eclipsed President Trump as national leaders in the battle a,NBCNews,3/22/2020,neutral,0
I m vulnerable and I m in that target age and I knew I had to get this end of life stuff done Jayne Marlink say,NBCNews,3/22/2020,negative,-0.5
LIVE Texas Gov Abbott provides update on coronavirus outbreak in state,NBCNews,3/22/2020,positive,0.136363636
President Trump criticizes Illinois Gov Pritzker and a very small group of other governors for blaming,NBCNews,3/22/2020,negative,-0.225
Coronavirus cases around the world A map of where cases have been confirmed around the globe,NBCNews,3/22/2020,positive,0.4
Amid the global coronavirus outbreak HIV experts activists and survivors share takeaways from the early days of t,NBCNews,3/22/2020,positive,0.05
NEW Louisiana Gov Edwards announces the state will be under a stay at home order beginning Monday at 5 p m,NBCNews,3/22/2020,positive,0.136363636
NEW Number of coronavirus cases in New York has risen to nearly 16 000,NBCNews,3/22/2020,positive,0.124242424
This week on IntoAmerica Now that the coronavirus pandemic has hit all 50 states and affected day to day life for,NBCNews,3/22/2020,neutral,0
NEW Ohio Gov DeWine issues new stay at home order for everyone outside of essential workers,NBCNews,3/22/2020,positive,0.068181818
A growing number of people are working out trades on social media and among friends in order to secure hard to find,NBCNews,3/22/2020,positive,0.047222222
Russian officials attribute low numbers of coronavirus cases in the country to aggressive border controls and closi,NBCNews,3/22/2020,neutral,0
German Chancellor Merkel is in quarantine after a doctor who treated her tested positive for coronavirus her press,NBCNews,3/22/2020,positive,0.113636364
NEW Sen Rand Paul has tested positive for COVID 19 according to his Twitter account He is feeling fine and is,NBCNews,3/22/2020,positive,0.26010101
At least 19 inmates in New York City and 12 NYC Dept of Corrections employees have tested positive for COVID 19 t,NBCNews,3/22/2020,positive,0.021212121
RT I could have made the decision to put myself maybe in a separate room or stay away and I m sure that people are making th,NBCNews,3/22/2020,positive,0.5
Speaker Pelosi says she is not ready to sign off on the major coronavirus stimulus package and that top Democrats,NBCNews,3/22/2020,positive,0.154166667
NEW New York state coronavirus cases rise to 15 168 with 114 deaths Gov Cuomo says,NBCNews,3/22/2020,positive,0.136363636
LIVE NY Gov Cuomo provides latest update on coronavirus outbreak in state,NBCNews,3/22/2020,positive,0.318181818
Spain reports 394 new coronavirus deaths bringing the total to 1 720 health officials say Spain has so far conf,NBCNews,3/22/2020,positive,0.078787879
MARCH 22 discusses his latest reporting on coronavirus,NBCNews,3/22/2020,positive,0.5
Coronavirus in the US A map of where cases have been confirmed across the country,NBCNews,3/22/2020,positive,0.4
Simple actions like washing your hands and sneezing properly help prevent the spread of germs and viruses like cor,NBCNews,3/22/2020,neutral,0
Coronavirus latest Number of cases worldwide surpasses 300 000 with more than 13 000 t,NBCNews,3/22/2020,positive,0.5
Worried about coronavirus Wash your hands and use sanitizer the right way,NBCNews,3/22/2020,positive,0.285714286
RT COMING UP American life comes to a halt as the number of coronavirus cases continues to grow,NBCNews,3/22/2020,neutral,0
Dr Anthony Fauci explains how the COVID 19 coronavirus spreads and why it is more serious than the common cold or,NBCNews,3/22/2020,negative,-0.183333333
RT Where is the U S right now in containing the coronavirus outbreak What progress have we made in treating COVID 19,NBCNews,3/22/2020,positive,0.285714286
Worried you have the coronavirus Here s exactly what you should do,NBCNews,3/22/2020,positive,0.25
As this new coronavirus spreads around the globe doctors say very few children have been diagnosed with it and mo,NBCNews,3/22/2020,negative,-0.061818182
Opinion Isabela Espadas Barros Leal With the pandemic it s easy to feel like our problems and assignments a,NBCNews,3/22/2020,positive,0.433333333
Older and sicker individuals are most at risk with the coronavirus but some younger adults are also getting the co,NBCNews,3/22/2020,positive,0.222222222
Dozens of people who attended a wedding earlier this month at a retreat in Stanwell Tops Australia have tested po,NBCNews,3/22/2020,neutral,0
Without a new liver Zach Branson might have only a month left to live Doctors just canceled his transplant surge,NBCNews,3/22/2020,positive,0.068181818
The coronavirus pandemic is pummeling restaurants and bars but many other small businesses from beauty salons to,NBCNews,3/22/2020,positive,0.041666667
Is it safe to run outside during the coronavirus outbreak Experts weigh in,NBCNews,3/22/2020,positive,0.25
They are fighting a war here And they are losing chief correspondent goes inside a hospita,NBCNews,3/22/2020,neutral,0
Medical professionals are rallying around the hashtag GetMePPE because they re running out of it esaliba spok,NBCNews,3/22/2020,neutral,0
looks at how churches synagogues and other places of worship are adapting to the coronavirus outbre,NBCNews,3/22/2020,negative,-0.125
With medical supplies strained by the coronavirus outbreak health care professionals and technologists are coming,NBCNews,3/22/2020,neutral,0
NEW VP Pence and Second Lady Karen Pence test negative for coronavirus,NBCNews,3/22/2020,negative,-0.054545455
It s very very urgent Dr Joyce said Because we know that if we don t do this that the current pandemic is ju,NBCNews,3/22/2020,positive,0.13
NEW New York City health officials report an additional 155 deaths from COVID 19 since 10 a m Saturday marking t,NBCNews,3/28/2020,positive,0.136363636
I am scared of getting sick said Ruth Bailey a Maryland nurse traveling to New York City to volunteer during th,NBCNews,3/28/2020,negative,-0.288961039
More than 700 police officers in New Jersey have tested positive for coronavirus acting State Police Superintenden,NBCNews,3/28/2020,positive,0.215909091
If everything goes according to plan I am talking months not years for completion of clinical trials an infec,NBCNews,3/28/2020,neutral,0
Staying home has taken on the kind of patriotic duty usually reserved for times of war The major question will be,NBCNews,3/28/2020,positive,0.1375
With everyone going back out it seems reasonable there could be a second wave one resident in Wuhan the origin,NBCNews,3/28/2020,positive,0.066666667
Opinion Tracy Law There is a cycle of emotions to a pandemic and my fellow Americans are just at its start Thi,NBCNews,3/28/2020,neutral,0
NEW Illinois state health officials have reported the death of an infant in Chicago who tested positive for corona,NBCNews,3/28/2020,positive,0.181818182
President Trump visited Norfolk Virginia on Saturday to see off the USNS Comfort a Navy hospital ship that is he,NBCNews,3/28/2020,neutral,0
The CDC warned against using chloroquine phosphate to treat coronavirus in official guidance on Saturday after the,NBCNews,3/28/2020,neutral,0
FDA authorizes emergency use of a new rapid coronavirus test that could give patients results in less than 15 minu,NBCNews,3/28/2020,negative,-0.015151515
NEW Italian officials say 889 people died of coronavirus overnight bringing the death toll in the country to 10 0,NBCNews,3/28/2020,positive,0.068181818
NYPD detective dies from the coronavirus which has infected more than 500 of the agency s officers and other emplo,NBCNews,3/28/2020,positive,0.1875
Understanding how the Strategic National Stockpile works,NBCNews,3/28/2020,neutral,0
LIVE President Trump speaks at the send off for the USNS Comfort a US Navy hospital ship headed to NYC to support,NBCNews,3/28/2020,positive,0.136363636
Rhode Island s National Guard state police are stopping motorists with NY license plates and going door to door to,NBCNews,3/28/2020,neutral,0
RT Today s death toll in Italy is 889 rising the total number of deaths in the country to 10 023 This isn t quite as high,NBCNews,3/28/2020,neutral,0.08
NEW NY Gov Cuomo reports 7 681 new coronavirus cases in state bringing total up to 52 318 cases Number of deat,NBCNews,3/28/2020,positive,0.090909091
Out of work due to coronavirus shutdowns How to file for unemployment benefits,NBCNews,3/28/2020,negative,-0.125
WATCH How to know when to go to the emergency room if you have coronavirus symptoms,NBCNews,3/28/2020,neutral,0
Delta is offering free flights for medical volunteers to assist in certain regions of the US significantly impacted,NBCNews,3/28/2020,positive,0.247321429
MARCH 28 discusses his latest reporting on coronavirus,NBCNews,3/28/2020,positive,0.5
President Trump issued an executive order Friday giving the Dept of Defense and Homeland Security the authority to,NBCNews,3/28/2020,neutral,0
As of 10 a m ET March 28 there are 102 074 confirmed coronavirus cases in the US and 1 606 deaths,NBCNews,3/28/2020,positive,0.4
Pop stars including Billie Eilish Camila Cabello and Mariah Carey will live stream performances from their homes o,NBCNews,3/29/2020,positive,0.136363636
RT NEW President Trump announces extension of his admin s guidelines on social distancing amid the coronavirus outbreak until A,NBCNews,3/29/2020,positive,0.084848485
Opinion David Mark Coronavirus has President Trump s approval ratings rising That s not surprising or likely,NBCNews,3/29/2020,negative,-0.175
After appearing on Instagram with NBA player Steph Curry this week and being interviewed last week by Mark Zuckerbe,NBCNews,3/29/2020,neutral,0
Singer songwriter John Prine is in critical condition after apparently contracting coronavirus his family says,NBCNews,3/29/2020,positive,0.025
NEW President Trump announces extension of his admin s guidelines on social distancing amid the coronavirus outbr,NBCNews,3/29/2020,positive,0.084848485
Democrats and Republicans seem to be experiencing the coronavirus outbreak differently and that may be playing a ro,NBCNews,3/29/2020,neutral,0
Dr Fauci says Sunday that infection and death tolls in the US are such a moving target but he anticipates the c,NBCNews,3/29/2020,neutral,0
Americans with family members in immigration detention facilities as well as their lawyers are sounding the alarm,NBCNews,3/29/2020,neutral,0
Some U S governors have stepped up during coronavirus crisis others not so much,NBCNews,3/29/2020,positive,0.2
Child welfare agencies across the U S often beleaguered in the best of times are scrambling to confront new chal,NBCNews,3/29/2020,positive,0.568181818
Emergency field hospital being built in Central Park to deal with coronavirus in New York City,NBCNews,3/29/2020,positive,0.068181818
Opinion Charlie Sykes President Trump s coronavirus quarantine rhetoric fuels a dangerously politicized pandemic,NBCNews,3/29/2020,negative,-0.6
LIVE Special Report White House coronavirus task force briefing,NBCNews,3/29/2020,positive,0.164502165
The coronavirus pandemic is making voter registration more difficult than ever prompting concerns that many young,NBCNews,3/29/2020,positive,0.15
With the world consumed by the threat of the coronavirus President Trump has increasingly focused on using to his,NBCNews,3/29/2020,neutral,0
RT Joe Diffie an icon to many country music fans for his string of No 1 hits in the 1990s has died at age 61 from complication,NBCNews,3/29/2020,positive,0.5
Evacuations due to the coronavirus pandemic leave more than 7 000 Peace Corps volunteers in limbo back home,NBCNews,3/29/2020,positive,0.125
Kentucky s coronavirus linked deaths remain low and it s been a challenge to communicate the urgency to some resid,NBCNews,3/29/2020,neutral,0
Bibliotherapy and cinema therapy which involves prescribing patients works of art has been gaining traction dur,NBCNews,3/29/2020,neutral,0
The first sign that things were going to be different on this trip to Italy came when we passed through a completel,NBCNews,3/29/2020,positive,0.125
Speaker Pelosi criticizes President Trump s response to the coronavirus pandemic by saying that as the president f,NBCNews,3/29/2020,neutral,0
Joe Diffie an icon to many country music fans for his string of No 1 hits in the 1990s has died at age 61 from c,NBCNews,3/29/2020,positive,0.5
WATCH Drone footage from Milan shows the effect Italy s coronavirus lockdown is having on the country s financial,NBCNews,3/29/2020,neutral,0
In a new episode of ByersMarket talks one on one with New York Times media columnist Ben Smith on the,NBCNews,3/29/2020,positive,0.136363636
Vatican says Pope Francis and his closest aides do not have the coronavirus,NBCNews,3/29/2020,neutral,0
New York Gov Cuomo says the state s Pause executive order has been extended 2 more weeks meaning non essential,NBCNews,3/29/2020,positive,0.212121212
Moscow mayor orders city residents to stay at home only leaving their homes for essential needs and maintaining a,NBCNews,3/29/2020,neutral,0
China s National Health Commission claims domestic spread of coronavirus in the country has been basically blocked,NBCNews,3/29/2020,neutral,0
A group of Maine residents apparently tried to forcibly quarantine their neighbors by cutting down a tree and block,NBCNews,3/29/2020,negative,-0.051388889
RT MARCH 29 discusses his latest reporting on coronavirus,NBCNews,3/29/2020,positive,0.5
RT Dr Deborah Birx No metro area will be spared of the coronavirus outbreak,NBCNews,3/29/2020,neutral,0
NEW NY Gov Cuomo reports 7 195 new coronavirus cases in the state bringing total New York cases up to 59 513,NBCNews,3/29/2020,positive,0.102272727
At least 40 000 people have been quarantined by authorities in the Indian state of Punjab following a coronavirus o,NBCNews,3/29/2020,negative,-0.15
Coronavirus Confessions Social distancing self isolation and quarantining Share your anonymous stories in the,NBCNews,3/29/2020,positive,0.033333333
An inmate has died after contracting the coronavirus at a Louisiana federal prison marking the first coronavirus r,NBCNews,3/29/2020,positive,0.25
Churches offer drive in services as coronavirus forces social distancing They are looking for somebody to tell th,NBCNews,3/29/2020,positive,0.033333333
Latest As of 10 30 a m ET March 29 there are 121 960 confirmed coronavirus cases in the US and 2 042 deaths,NBCNews,3/29/2020,positive,0.45
Jim Dolan owner of the New York Knicks and Rangers tests positive for the coronavirus,NBCNews,3/29/2020,positive,0.181818182
MARCH 29 discusses his latest reporting on coronavirus,NBCNews,3/29/2020,positive,0.5
Coronavirus didn t stop these same sex NYC couples from tying the knot It s not about your guests in the end or,NBCNews,3/29/2020,neutral,0
NEW Spain reports daily record for coronavirus deaths with 838 fatalities in the last 24 hours according to the,NBCNews,3/29/2020,positive,0.045454545
THREAD Coronavirus updates Sunday March 29 Global death toll surpasses 30 000 with more than 10 000 deaths,NBCNews,3/29/2020,positive,0.25
RT WATCH Dr Deborah Birx says no metro area will be spared of the coronavirus outbreak MTP IfItsSunday Dr Birx Th,NBCNews,3/29/2020,neutral,0
RT How can we keep health care workers healthy enough to care for coronavirus patients without contracting the virus themselves,NBCNews,3/29/2020,positive,0.25
Funeral workers provide critical service but are at high risk of exposure to the coronavirus,NBCNews,3/29/2020,positive,0.08
RT As coronavirus cases in the U S continue to climb the CDC issued a travel advisory Saturday for residents in New York New,NBCNews,3/29/2020,positive,0.136363636
12 000 Airbnb hosts to open up their homes to healthcare workers first responders and others on the front lines of,NBCNews,3/29/2020,positive,0.125
Black doctors say they are concerned about the history of health care inequities in underserved communities amid th,NBCNews,3/29/2020,negative,-0.166666667
Many Americans face coronavirus with no water to wash their hands,NBCNews,3/29/2020,positive,0.5
Where did the test kits for Prince Charles and Boris Johnson come from one person asked before pointing out tha,NBCNews,3/29/2020,neutral,0
A growing group of cybersecurity professionals are volunteering their expertise to help hospitals fight off hackers,NBCNews,3/29/2020,neutral,0
Coronavirus checks direct deposits are coming Here s everything you need to know,NBCNews,3/29/2020,positive,0.1
Astronauts like Scott Kelly Peggy Whitson and Chris Hadfield share advice for isolated living in the age of COVID,NBCNews,3/29/2020,neutral,0
Coronavirus is a personal nightmare for people with OCD and anxiety disorders,NBCNews,3/29/2020,neutral,0
How to stay healthy while taking care of a loved one with COVID 19,NBCNews,3/29/2020,positive,0.6
Actors Tom Hanks and Rita Wilson are back in the U S after recovering from coronavirus in Australia,NBCNews,3/29/2020,neutral,0
Mexico s president urges people to stay indoors to prevent an overwhelming spread of coronavirus taking his stro,NBCNews,3/29/2020,positive,0.5
Miami spring breaker seen in viral video shrugging off coronavirus threat has new message Life is precious Don,NBCNews,3/29/2020,positive,0.318181818
NEW The U S death toll from COVID 19 has risen to more than 2 000 as of Saturday evening,NBCNews,3/29/2020,positive,0.318181818
A psychologist discusses health sex and coronavirus How does sexual intimacy change during a pandemic,NBCNews,3/29/2020,positive,0.5
Advocates are calling for large scale prison releases to knock back the coronavirus as detention facilities throug,NBCNews,3/29/2020,neutral,0.107142857
The governor of New Jersey announced a mortgage payment relief program and asked that landlords show compassion to,NBCNews,3/29/2020,positive,0.136363636
RT This Maryland based nurse is working a full time research job and traveling to NYC on weekends to treat COVID19 patients Sh,NBCNews,3/29/2020,positive,0.35
UPDATE Pres Trump says he has asked CDC to issue a strong Travel Advisory due to coronavirus to be administere,NBCNews,3/29/2020,positive,0.154166667
The Detroit auto show has been canceled after the convention center where it was due to be held was taken over by,NBCNews,3/29/2020,negative,-0.1125
They re not going home to sleep A lot of them have slept in their cars because they don t want to infect their fa,NBCNews,3/29/2020,neutral,0
Studies have shown that home hospitalization can produce better health outcomes fewer hospital readmissions and a,NBCNews,3/29/2020,positive,0.5
In a growing number of cities and states local governments are collecting addresses of people who test positive fo,NBCNews,4/8/2020,positive,0.113636364
Governments and companies across the world put faith in the idea of an antibodies test designed to detect whether,NBCNews,4/8/2020,neutral,0
Filmmaker Tyler Perry buys groceries for shoppers in Atlanta and Louisiana,NBCNews,4/8/2020,neutral,0
More than 4 200 people have died from the coronavirus in New York City health officials say,NBCNews,4/8/2020,positive,0.318181818
Newly engaged gay cop is Florida police s first coronavirus fatality,NBCNews,4/8/2020,positive,0.267676768
Kansas lawmakers overturn an executive order by Gov Laura Kelley that restricted religious gatherings despite the,NBCNews,4/8/2020,neutral,0
Emergency field hospital built at Seattle Seahawks stadium to shut down before it opens Washington Gov Inslee sa,NBCNews,4/8/2020,negative,-0.155555556
RT Tune in to now for s report,NBCNews,4/8/2020,neutral,0
Sec Pompeo says the State Dept is working to get several thousand people back to the U S after getting stuck a,NBCNews,4/8/2020,negative,-0.033333333
A Texas teen who police say announced on social media she would intentionally spread the coronavirus has been arres,NBCNews,4/8/2020,positive,0.016666667
RT Experimental drug holds promise for treating the coronavirus reports now,NBCNews,4/8/2020,positive,0.1
Severe cases of coronavirus are disproportionately affecting African American communities CDC report finds,NBCNews,4/8/2020,neutral,0
WATCH London s iconic landmarks are empty as Central London continues its lockdown measures to contain the spread,NBCNews,4/8/2020,positive,0.133333333
RT NOW on leads our coverage on the coronavirus pandemic,NBCNews,4/8/2020,neutral,0
Planned Parenthood and a group of clinics asked a federal judge Wednesday to let some abortions continue in Texas,NBCNews,4/8/2020,neutral,0
RT Wuhan the city in China where the new coronavirus originated has lifted its lockdown American Benjamin Wilson shares,NBCNews,4/8/2020,positive,0.068181818
The CDC is considering changing its guidelines for self isolation to make it easier for those who have been exposed,NBCNews,4/8/2020,neutral,0
Library workers fight for safer working conditions amid coronavirus pandemic,NBCNews,4/8/2020,neutral,0
RT NEW Newly engaged gay cop is Florida police s first coronavirus fatality COVID19,NBCNews,4/8/2020,positive,0.234848485
A viral video shows an inmate pleading for help inside an Ohio federal prison where 3 inmates have died from COVID,NBCNews,4/8/2020,neutral,0
US federal prosecutors Wednesday have filed what are apparently the first charges of perpetrating a biological weap,NBCNews,4/8/2020,positive,0.15
It s like a cruise ship except you re not going anywhere Oil rig workers hit with one two of coronavirus and pl,NBCNews,4/8/2020,neutral,0
RT It s like a cruise ship except you re not going anywhere Oil rig workers hit with one two of coronavirus and plumm,NBCNews,4/8/2020,neutral,0
Severe cases of COVID 19 the illness caused by the coronavirus are disproportionately affecting African American,NBCNews,4/8/2020,neutral,0
British PM Johnson s condition is improving and he is now sitting up in bed after spending two nights in intens,NBCNews,4/8/2020,neutral,0
France reports its highest one day death toll since the coronavirus outbreak began with 1 417 people killed Tuesday,NBCNews,4/8/2020,negative,-0.2
Coronavirus cases in US now surpass 415 000 with 13 941 deaths Highest state case totals New York 149 316,NBCNews,4/8/2020,positive,0.136363636
UK reports a record 938 coronavirus deaths in a single day taking the death toll to 7 097,NBCNews,4/8/2020,negative,-0.071428571
New York state suffers its highest single day of deaths with 779 lives lost from the coronavirus Gov Cuomo says W,NBCNews,4/8/2020,negative,-0.178354978
Detroit is providing 20 000 surgical face masks to bus riders free of charge following the death of bus driver who,NBCNews,4/8/2020,positive,0.2
Congress is beginning to discuss their next legislative steps including an interim bill and a second CARES Act to,NBCNews,4/8/2020,neutral,0
RT Breaking orders flags lowered to half mast to honor the coronavirus victims Another 779 died in NY yesterday,NBCNews,4/8/2020,neutral,-0.166666667
LIVE coverage NY Gov Cuomo provides latest coronavirus updates,NBCNews,4/8/2020,positive,0.318181818
Broadway will remain shut down until at least June 7 because of the coronavirus crisis the head of the theaters t,NBCNews,4/8/2020,negative,-0.227777778
NBC New York anchor says his father died from coronavirus with a stranger holding his hand,NBCNews,4/8/2020,positive,0.136363636
Ecuador s government is preparing an emergency burial ground on land donated by a private cemetery in Guayaquil th,NBCNews,4/8/2020,neutral,0
Readers share their anonymous stories of social distancing self isolation and quarantine as the coronavirus pandem,NBCNews,4/8/2020,positive,0.033333333
Travellers are seen inside Hankou Railway Station after travel restrictions to leave Wuhan China s epicenter of th,NBCNews,4/8/2020,neutral,0
My uncle passed my grandmother passed my dad passed then my other uncle passed Anthony Franklin said It s l,NBCNews,4/8/2020,negative,-0.125
RT Coronavirus lockdowns have sent pollution plummeting but environmentalists worry about what comes next as the resulting decli,NBCNews,4/8/2020,neutral,0
Challenges brought on by the coronavirus that face private labs include difficulty increasing capacity and delays i,NBCNews,4/8/2020,neutral,0
RT Zoom CEO tells me that every day is a crisis right now as the company rushes to fix security issues Because,NBCNews,4/8/2020,positive,0.285714286
RT April 8 with your Global Update on the coronavirus pandemic including Wuhan s lockdown is lifted the former UK,NBCNews,4/8/2020,neutral,0
UK PM Johnson is responding to treatment and remains in a stable condition in the intensive care unit where he is,NBCNews,4/8/2020,neutral,0
New Jersey city hard hit by the coronavirus will use drones to enforce the ban on social gatherings,NBCNews,4/8/2020,negative,-0.040656566
April 8 with your Global Update on the coronavirus pandemic including Wuhan s lockdown is lifted the,NBCNews,4/8/2020,neutral,0
New York mayor expects more than half of New York s population to contract COVID 19,NBCNews,4/8/2020,positive,0.151515152
White House coronavirus response coordinator Dr Birx says there are encouraging signs that parts of the U S may b,NBCNews,4/8/2020,neutral,0
The U S registers nearly 2 000 coronavirus deaths in its deadliest day since the outbreak began The virus has n,NBCNews,4/8/2020,positive,0.1
WATCH 103 year old grandmother recovers from the coronavirus in an Italian retirement home,NBCNews,4/8/2020,neutral,0.05
RT Strict lockdowns and social distancing amid the coronavirus pandemic are having major impacts on the environment See mo,NBCNews,4/8/2020,positive,0.047916667
NEW France reports its highest one day death toll since the coronavirus outbreak began with 1 417 people killed Tu,NBCNews,4/8/2020,negative,-0.031818182
Why Michigan a state hard hit by the coronavirus pandemic is key to President Trump s reelection chances,NBCNews,4/8/2020,negative,-0.145833333
NEW Ethiopia Africa s second most populous country declares a state of emergency amid the coronavirus pandemic,NBCNews,4/8/2020,positive,0.212121212
RT Coronavirus latest 400 081 cases nearly 13 000 deaths in US New York records deadliest day yet Michigan and Pennsyl,NBCNews,4/8/2020,positive,0.245454545
RT Today on TODAY There is new evidence that efforts to slow the spread of coronavirus are working We ll have the latest Al,NBCNews,4/8/2020,positive,0.112121212
Opinion Paris Marx Coronavirus has reinvigorated America s labor movement will it be too late,NBCNews,4/8/2020,negative,-0.3
Polish priest takes drive through confessions during the coronavirus pandemic From the safety of their car th,NBCNews,4/8/2020,neutral,0
Any positive environmental impact needs our habits to be cleaner and greener says Inger Andersen executive di,NBCNews,4/8/2020,positive,0.227272727
It s abundantly clear that the countries of the world are falling short of the goals of the Paris agreement says,NBCNews,4/8/2020,positive,0.05
Meanwhile some industries in the U S and Europe are pushing to relax other regulations The plastics industry ha,NBCNews,4/8/2020,negative,-0.125
The truth about the toilet paper shortage One report found that it s not that people are using more toilet paper,NBCNews,4/8/2020,positive,0.144444444
The EU has begun a consultation on tightening its carbon reduction targets by 2030 but in the U S the EPA confirme,NBCNews,4/8/2020,neutral,0
The planet has benefited from the coronavirus pandemic but only in the short term Senior climate officer Li Shu,NBCNews,4/8/2020,neutral,0
The economic fallout from the coronavirus pandemic is expected to wipe out the equivalent of 195 million jobs aroun,NBCNews,4/8/2020,positive,0.05
Coronavirus lockdowns have sent pollution plummeting but environmentalists worry about what comes next as the resu,NBCNews,4/8/2020,neutral,0
In a growing number of cities and states local governments are sharing the addresses of people who test positive f,NBCNews,4/8/2020,positive,0.113636364
Opinion Dr Rita A Manfredi Dr Breanne Jacobs and Dr James P Phillips The time to decide on end of life car,NBCNews,4/8/2020,neutral,0
Coronavirus latest U S death toll nears 13 000 Wuhan ends coronavirus lockdown UK,NBCNews,4/8/2020,positive,0.5
One in 4 jobs are retail related one analyst says If you want to save the U S economy you need to focus on t,NBCNews,4/8/2020,neutral,0
With no end to the coronavirus quarantine in sight religious holiday gatherings for traditions like Passover and E,NBCNews,4/8/2020,neutral,0
Convicted former drug company CEO Martin Shkreli known as Pharma Bro wants to get out of prison so he can help,NBCNews,4/8/2020,positive,0.1
Asian American businesses saw drops in customers as high as 80 long before U S isolation rules as stigma surroun,NBCNews,4/8/2020,positive,0.0275
Cancellation of citizenship oath ceremonies and in person interviews because of coronavirus means hundreds of thous,NBCNews,4/8/2020,neutral,0
The decline in carbon emissions that has resulted from coronavirus lockdowns could easily be reversed by efforts to,NBCNews,4/8/2020,positive,0.433333333
New research reveals nearly one in four Americans is unable to cover their full rent or mortgage payments in April,NBCNews,4/8/2020,positive,0.021590909
